flow_id,timestamp,src,dst,product,qty,value,scheduled_date,actual_date,po_date,status
dataco_47,2018-01-16,Fitness,China,Sporting Goods,1.0,327.75,2018-01-16,2018-01-16,2018-01-12,on_time
dataco_48,2016-02-29,Apparel,India,Cleats,2.0,119.9800034,2016-02-26,2016-02-29,2016-02-24,late
dataco_49,2016-10-27,Golf,Turquía,Shop By Sport,2.0,79.98000336,2016-10-27,2016-10-27,2016-10-25,on_time
dataco_50,2016-04-05,Golf,Australia,Women's Apparel,2.0,100.0,2016-04-01,2016-04-05,2016-03-30,late
dataco_51,2016-11-01,Golf,Turquía,Shop By Sport,2.0,79.98000336,2016-11-01,2016-11-01,2016-10-30,on_time
dataco_52,2016-12-01,Golf,Mongolia,Women's Apparel,2.0,100.0,2016-11-30,2016-12-01,2016-11-28,late
dataco_53,2017-01-05,Golf,Turquía,Women's Apparel,2.0,100.0,2017-01-02,2017-01-05,2016-12-31,late
dataco_54,2015-10-31,Golf,India,Women's Apparel,2.0,100.0,2015-10-27,2015-10-31,2015-10-25,late
dataco_55,2016-06-13,Footwear,Estados Unidos,Electronics,2.0,89.98000336,2016-06-13,2016-06-13,2016-06-11,on_time
dataco_56,2016-08-29,Footwear,Estados Unidos,Boxing & MMA,2.0,109.9400024,2016-08-26,2016-08-29,2016-08-24,late
dataco_57,2016-04-19,Apparel,Estados Unidos,Cleats,2.0,119.9800034,2016-04-15,2016-04-19,2016-04-13,late
dataco_58,2016-05-26,Apparel,Estados Unidos,Cleats,2.0,119.9800034,2016-05-24,2016-05-26,2016-05-22,late
dataco_59,2016-10-06,Footwear,Nigeria,Cardio Equipment,3.0,299.9700012,2016-10-06,2016-10-06,2016-10-04,on_time
dataco_60,2016-11-13,Golf,República Democrática del Congo,Shop By Sport,3.0,119.9700012,2016-11-10,2016-11-13,2016-11-08,late
dataco_61,2016-11-16,Outdoors,Senegal,Trade-In,3.0,65.97000122,2016-11-13,2016-11-16,2016-11-11,late
dataco_62,2016-12-13,Outdoors,Marruecos,Electronics,3.0,95.97000122,2016-12-10,2016-12-13,2016-12-08,late
dataco_63,2015-07-10,Footwear,Alemania,Cardio Equipment,3.0,299.9700012,2015-07-09,2015-07-10,2015-07-07,late
dataco_64,2017-07-24,Footwear,Francia,Cardio Equipment,3.0,299.9700012,2017-07-24,2017-07-24,2017-07-22,on_time
dataco_65,2017-08-13,Footwear,Francia,Cardio Equipment,3.0,299.9700012,2017-08-09,2017-08-13,2017-08-07,late
dataco_66,2015-09-26,Apparel,Países Bajos,Cleats,3.0,179.9700012,2015-09-24,2015-09-26,2015-09-22,late
dataco_67,2017-07-04,Apparel,Reino Unido,Cleats,3.0,179.9700012,2017-07-04,2017-07-04,2017-07-02,on_time
dataco_68,2015-09-11,Apparel,Reino Unido,Cleats,3.0,179.9700012,2015-09-10,2015-09-11,2015-09-08,late
dataco_69,2017-08-23,Apparel,Francia,Cleats,3.0,179.9700012,2017-08-22,2017-08-23,2017-08-20,late
dataco_70,2017-07-24,Golf,Francia,Women's Apparel,3.0,150.0,2017-07-24,2017-07-24,2017-07-22,on_time
dataco_71,2017-08-08,Golf,Reino Unido,Shop By Sport,3.0,119.9700012,2017-08-06,2017-08-08,2017-08-04,late
dataco_72,2017-09-21,Golf,Alemania,Women's Apparel,3.0,150.0,2017-09-20,2017-09-21,2017-09-18,late
dataco_73,2015-07-08,Outdoors,Francia,Trade-In,3.0,65.97000122,2015-07-04,2015-07-08,2015-07-02,late
dataco_74,2015-04-03,Footwear,Guatemala,Cardio Equipment,3.0,299.9700012,2015-03-30,2015-04-03,2015-03-28,late
dataco_75,2017-04-07,Apparel,El Salvador,Cleats,3.0,179.9700012,2017-04-04,2017-04-07,2017-04-02,late
dataco_76,2017-05-09,Apparel,Panamá,Cleats,3.0,179.9700012,2017-05-07,2017-05-09,2017-05-05,late
dataco_77,2015-04-30,Apparel,República Dominicana,Cleats,3.0,179.9700012,2015-04-27,2015-04-30,2015-04-25,late
dataco_78,2015-04-30,Apparel,Venezuela,Cleats,3.0,179.9700012,2015-04-27,2015-04-30,2015-04-25,late
dataco_79,2015-04-30,Apparel,Venezuela,Cleats,3.0,179.9700012,2015-04-27,2015-04-30,2015-04-25,late
dataco_80,2017-06-09,Apparel,República Dominicana,Cleats,3.0,179.9700012,2017-06-08,2017-06-09,2017-06-06,late
dataco_81,2017-02-22,Apparel,Colombia,Cleats,3.0,179.9700012,2017-02-20,2017-02-22,2017-02-18,late
dataco_82,2015-04-30,Golf,El Salvador,Women's Apparel,3.0,150.0,2015-04-28,2015-04-30,2015-04-26,late
dataco_83,2015-04-14,Golf,Honduras,Shop By Sport,3.0,119.9700012,2015-04-12,2015-04-14,2015-04-10,late
dataco_84,2017-04-15,Golf,Brasil,Women's Apparel,3.0,150.0,2017-04-13,2017-04-15,2017-04-11,late
dataco_85,2015-04-30,Golf,República Dominicana,Women's Apparel,3.0,150.0,2015-04-27,2015-04-30,2015-04-25,late
dataco_86,2017-03-22,Golf,México,Women's Apparel,3.0,150.0,2017-03-18,2017-03-22,2017-03-16,late
dataco_87,2015-03-31,Golf,México,Women's Apparel,3.0,150.0,2015-03-31,2015-03-31,2015-03-29,on_time
dataco_88,2015-02-07,Golf,México,Women's Apparel,3.0,150.0,2015-02-05,2015-02-07,2015-02-03,late
dataco_89,2015-02-07,Golf,México,Women's Apparel,3.0,150.0,2015-02-05,2015-02-07,2015-02-03,late
dataco_90,2017-02-22,Golf,México,Women's Apparel,3.0,150.0,2017-02-20,2017-02-22,2017-02-18,late
dataco_91,2017-01-22,Golf,Brasil,Shop By Sport,3.0,119.9700012,2017-01-20,2017-01-22,2017-01-18,late
dataco_92,2015-03-18,Golf,Uruguay,Women's Apparel,5.0,250.0,2015-03-17,2015-03-18,2015-03-13,late
dataco_93,2017-02-13,Golf,Argentina,Shop By Sport,5.0,199.9499969,2017-02-11,2017-02-13,2017-02-07,late
dataco_94,2015-04-07,Golf,Brasil,Shop By Sport,5.0,199.9499969,2015-04-07,2015-04-07,2015-04-03,on_time
dataco_95,2017-04-15,Golf,Brasil,Women's Apparel,5.0,250.0,2017-04-17,2017-04-15,2017-04-13,on_time
dataco_96,2015-04-08,Golf,Brasil,Women's Apparel,5.0,250.0,2015-04-06,2015-04-08,2015-04-02,late
dataco_97,2017-02-02,Golf,Cuba,Shop By Sport,5.0,150.0,2017-02-04,2017-02-02,2017-01-31,on_time
dataco_98,2017-04-02,Golf,Cuba,Shop By Sport,5.0,199.9499969,2017-04-03,2017-04-02,2017-03-30,on_time
dataco_99,2017-03-30,Golf,República Dominicana,Women's Apparel,5.0,250.0,2017-03-29,2017-03-30,2017-03-25,late
dataco_100,2017-02-09,Golf,México,Women's Apparel,5.0,250.0,2017-02-09,2017-02-09,2017-02-05,on_time
dataco_101,2017-04-18,Golf,Panamá,Shop By Sport,5.0,199.9499969,2017-04-19,2017-04-18,2017-04-15,on_time
dataco_102,2015-02-18,Golf,México,Women's Apparel,5.0,250.0,2015-02-19,2015-02-18,2015-02-15,on_time
dataco_103,2017-05-30,Golf,Brasil,Women's Apparel,5.0,250.0,2017-05-31,2017-05-30,2017-05-27,on_time
dataco_104,2015-03-01,Golf,Panamá,Shop By Sport,5.0,199.9499969,2015-03-01,2015-03-01,2015-02-25,on_time
dataco_105,2017-06-02,Golf,Brasil,Women's Apparel,5.0,250.0,2017-06-04,2017-06-02,2017-05-31,on_time
dataco_106,2015-01-19,Golf,Cuba,Shop By Sport,5.0,199.9499969,2015-01-19,2015-01-19,2015-01-15,on_time
dataco_107,2017-05-01,Golf,Honduras,Women's Apparel,5.0,250.0,2017-04-30,2017-05-01,2017-04-26,late
dataco_108,2017-03-13,Golf,Perú,Women's Apparel,5.0,250.0,2017-03-11,2017-03-13,2017-03-07,late
dataco_109,2017-04-24,Golf,Cuba,Women's Apparel,5.0,250.0,2017-04-24,2017-04-24,2017-04-20,on_time
dataco_110,2017-03-08,Golf,México,Women's Apparel,5.0,250.0,2017-03-07,2017-03-08,2017-03-03,late
dataco_111,2017-06-08,Golf,Nicaragua,Shop By Sport,5.0,199.9499969,2017-06-08,2017-06-08,2017-06-04,on_time
dataco_112,2017-05-19,Golf,México,Women's Apparel,5.0,250.0,2017-05-20,2017-05-19,2017-05-16,on_time
dataco_113,2017-02-13,Golf,Argentina,Women's Apparel,5.0,250.0,2017-02-11,2017-02-13,2017-02-07,late
dataco_114,2015-05-30,Golf,Brasil,Women's Apparel,5.0,250.0,2015-05-31,2015-05-30,2015-05-27,on_time
dataco_115,2017-04-02,Outdoors,El Salvador,Electronics,5.0,239.9499969,2017-04-01,2017-04-02,2017-03-28,late
dataco_116,2017-02-09,Outdoors,México,Electronics,5.0,159.9499969,2017-02-09,2017-02-09,2017-02-05,on_time
dataco_117,2017-05-08,Outdoors,Guatemala,Kids' Golf Clubs,5.0,449.9500122,2017-05-06,2017-05-08,2017-05-02,late
dataco_118,2017-04-07,Fan Shop,Cuba,Hunting & Shooting,5.0,149.9499969,2017-04-07,2017-04-07,2017-04-03,on_time
dataco_119,2015-05-02,Fitness,Argentina,Baseball & Softball,5.0,299.9500122,2015-05-04,2015-05-02,2015-04-30,on_time
dataco_120,2017-05-02,Footwear,Guatemala,Cardio Equipment,5.0,499.9500122,2017-05-01,2017-05-02,2017-04-27,late
dataco_121,2015-02-06,Footwear,Guatemala,Cardio Equipment,5.0,499.9500122,2015-02-06,2015-02-06,2015-02-02,on_time
dataco_122,2017-02-18,Footwear,Ecuador,Cardio Equipment,5.0,499.9500122,2017-02-17,2017-02-18,2017-02-13,late
dataco_123,2017-05-29,Footwear,Nicaragua,Cardio Equipment,5.0,499.9500122,2017-05-31,2017-05-29,2017-05-27,on_time
dataco_124,2017-03-24,Footwear,Venezuela,Cardio Equipment,5.0,499.9500122,2017-03-23,2017-03-24,2017-03-19,late
dataco_125,2015-05-11,Footwear,Panamá,Cardio Equipment,5.0,499.9500122,2015-05-11,2015-05-11,2015-05-07,on_time
dataco_126,2015-05-03,Footwear,Panamá,Cardio Equipment,5.0,499.9500122,2015-05-01,2015-05-03,2015-04-27,late
dataco_127,2017-04-20,Footwear,Guatemala,Cardio Equipment,5.0,499.9500122,2017-04-18,2017-04-20,2017-04-14,late
dataco_128,2015-05-09,Footwear,Brasil,Cardio Equipment,5.0,499.9500122,2015-05-11,2015-05-09,2015-05-07,on_time
dataco_129,2017-06-15,Footwear,Brasil,Boxing & MMA,5.0,449.9500122,2017-06-16,2017-06-15,2017-06-12,on_time
dataco_130,2017-03-28,Apparel,Nicaragua,Cleats,5.0,299.9500122,2017-03-30,2017-03-28,2017-03-26,on_time
dataco_131,2017-02-19,Apparel,México,Cleats,5.0,299.9500122,2017-02-21,2017-02-19,2017-02-17,on_time
dataco_132,2017-01-31,Apparel,El Salvador,Cleats,5.0,299.9500122,2017-01-29,2017-01-31,2017-01-25,late
dataco_133,2017-02-09,Apparel,Argentina,Cleats,5.0,299.9500122,2017-02-10,2017-02-09,2017-02-06,on_time
dataco_134,2017-05-27,Apparel,El Salvador,Cleats,5.0,299.9500122,2017-05-26,2017-05-27,2017-05-22,late
dataco_135,2017-02-26,Apparel,Honduras,Cleats,5.0,299.9500122,2017-02-25,2017-02-26,2017-02-21,late
dataco_136,2015-01-11,Apparel,México,Cleats,5.0,299.9500122,2015-01-10,2015-01-11,2015-01-06,late
dataco_137,2017-01-21,Footwear,Angola,Cardio Equipment,1.0,99.98999786,2017-01-17,2017-01-21,2017-01-15,late
dataco_138,2016-11-03,Apparel,Sudán,Men's Footwear,1.0,129.9900055,2016-10-30,2016-11-03,2016-10-28,late
dataco_139,2016-09-22,Apparel,Somalia,Men's Footwear,1.0,129.9900055,2016-09-21,2016-09-22,2016-09-19,late
dataco_140,2016-08-30,Apparel,Marruecos,Men's Footwear,1.0,129.9900055,2016-08-27,2016-08-30,2016-08-25,late
dataco_141,2016-11-03,Apparel,Sudán,Cleats,1.0,59.99000168,2016-10-30,2016-11-03,2016-10-28,late
dataco_142,2016-10-11,Apparel,Costa de Marfil,Men's Footwear,1.0,129.9900055,2016-10-09,2016-10-11,2016-10-07,late
dataco_143,2016-11-07,Fan Shop,Egipto,Camping & Hiking,1.0,299.980011,2016-11-05,2016-11-07,2016-11-03,late
dataco_144,2016-08-30,Fan Shop,Marruecos,Camping & Hiking,1.0,299.980011,2016-08-27,2016-08-30,2016-08-25,late
dataco_145,2017-11-06,Technology,Italia,Consumer Electronics,1.0,252.8800049,2017-11-05,2017-11-06,2017-11-03,late
dataco_146,2017-10-18,Technology,Alemania,Cameras,1.0,452.0400085,2017-10-16,2017-10-18,2017-10-14,late
dataco_147,2017-11-07,Technology,Francia,Consumer Electronics,1.0,252.8800049,2017-11-06,2017-11-07,2017-11-04,late
dataco_148,2017-10-22,Technology,Alemania,Cameras,1.0,452.0400085,2017-10-18,2017-10-22,2017-10-16,late
dataco_149,2017-11-06,Technology,Alemania,Consumer Electronics,1.0,252.8800049,2017-11-05,2017-11-06,2017-11-03,late
dataco_150,2017-10-19,Technology,Italia,Cameras,1.0,452.0400085,2017-10-15,2017-10-19,2017-10-13,late
dataco_151,2017-11-08,Technology,Alemania,Consumer Electronics,1.0,252.8800049,2017-11-04,2017-11-08,2017-11-02,late
dataco_152,2017-11-03,Technology,Reino Unido,Computers,1.0,1500.0,2017-10-31,2017-11-03,2017-10-29,late
dataco_153,2017-10-15,Technology,Francia,Cameras,1.0,452.0400085,2017-10-15,2017-10-15,2017-10-13,on_time
dataco_154,2017-10-14,Technology,Alemania,Cameras,1.0,452.0400085,2017-10-13,2017-10-14,2017-10-11,late
dataco_155,2017-11-04,Technology,Reino Unido,Computers,1.0,1500.0,2017-11-01,2017-11-04,2017-10-30,late
dataco_156,2017-10-17,Technology,Italia,Cameras,1.0,452.0400085,2017-10-15,2017-10-17,2017-10-13,late
dataco_157,2017-11-05,Technology,Reino Unido,Consumer Electronics,1.0,252.8800049,2017-11-05,2017-11-05,2017-11-03,on_time
dataco_158,2017-10-14,Technology,Italia,Cameras,1.0,452.0400085,2017-10-12,2017-10-14,2017-10-10,late
dataco_159,2017-11-08,Technology,España,Consumer Electronics,1.0,252.8800049,2017-11-06,2017-11-08,2017-11-04,late
dataco_160,2017-10-31,Technology,Francia,Computers,1.0,1500.0,2017-10-28,2017-10-31,2017-10-26,late
dataco_161,2017-10-15,Technology,España,Cameras,1.0,452.0400085,2017-10-15,2017-10-15,2017-10-13,on_time
dataco_162,2017-11-07,Technology,Francia,Consumer Electronics,1.0,252.8800049,2017-11-03,2017-11-07,2017-11-01,late
dataco_163,2017-10-21,Technology,Reino Unido,Cameras,1.0,452.0400085,2017-10-19,2017-10-21,2017-10-17,late
dataco_164,2017-11-04,Technology,Francia,Consumer Electronics,1.0,252.8800049,2017-11-03,2017-11-04,2017-11-01,late
dataco_165,2017-10-16,Technology,Francia,Cameras,1.0,452.0400085,2017-10-15,2017-10-16,2017-10-13,late
dataco_166,2017-11-07,Technology,Reino Unido,Consumer Electronics,1.0,252.8800049,2017-11-03,2017-11-07,2017-11-01,late
dataco_167,2017-11-06,Technology,Italia,Consumer Electronics,1.0,252.8800049,2017-11-03,2017-11-06,2017-11-01,late
dataco_168,2017-11-07,Technology,Alemania,Consumer Electronics,1.0,252.8800049,2017-11-04,2017-11-07,2017-11-02,late
dataco_169,2017-10-17,Technology,Reino Unido,Cameras,1.0,452.0400085,2017-10-15,2017-10-17,2017-10-13,late
dataco_170,2017-10-14,Technology,Italia,Cameras,1.0,452.0400085,2017-10-13,2017-10-14,2017-10-11,late
dataco_171,2017-11-09,Technology,Alemania,Consumer Electronics,1.0,252.8800049,2017-11-05,2017-11-09,2017-11-03,late
dataco_172,2017-10-31,Technology,Reino Unido,Computers,1.0,1500.0,2017-10-28,2017-10-31,2017-10-26,late
dataco_173,2017-10-13,Technology,Reino Unido,Cameras,1.0,452.0400085,2017-10-13,2017-10-13,2017-10-11,on_time
dataco_174,2017-10-07,Fitness,Francia,Basketball,1.0,999.9899902,2017-10-04,2017-10-07,2017-10-02,late
dataco_175,2017-09-13,Fitness,España,Soccer,1.0,79.98999786,2017-09-10,2017-09-13,2017-09-08,late
dataco_176,2015-09-23,Fitness,Suecia,Baseball & Softball,1.0,59.99000168,2015-09-19,2015-09-23,2015-09-17,late
dataco_177,2015-10-06,Footwear,Reino Unido,Electronics,1.0,44.99000168,2015-10-04,2015-10-06,2015-10-02,late
dataco_178,2017-08-13,Footwear,Alemania,Cardio Equipment,1.0,99.98999786,2017-08-10,2017-08-13,2017-08-08,late
dataco_179,2015-08-21,Footwear,Reino Unido,Cardio Equipment,1.0,99.98999786,2015-08-19,2015-08-21,2015-08-17,late
dataco_180,2015-09-27,Footwear,Países Bajos,Electronics,1.0,44.99000168,2015-09-25,2015-09-27,2015-09-23,late
dataco_181,2015-10-28,Footwear,Austria,Cardio Equipment,1.0,99.98999786,2015-10-25,2015-10-28,2015-10-23,late
dataco_182,2015-07-16,Footwear,Austria,Cardio Equipment,1.0,99.98999786,2015-07-13,2015-07-16,2015-07-11,late
dataco_183,2016-05-13,Footwear,Estados Unidos,Electronics,3.0,134.9700012,2016-05-12,2016-05-13,2016-05-08,late
dataco_184,2016-04-07,Footwear,Estados Unidos,Cardio Equipment,3.0,299.9700012,2016-04-06,2016-04-07,2016-04-02,late
dataco_185,2016-08-20,Footwear,Estados Unidos,Cardio Equipment,3.0,299.9700012,2016-08-18,2016-08-20,2016-08-14,late
dataco_186,2016-04-07,Footwear,Estados Unidos,Cardio Equipment,3.0,299.9700012,2016-04-06,2016-04-07,2016-04-02,late
dataco_187,2016-05-20,Apparel,Estados Unidos,Cleats,3.0,179.9700012,2016-05-22,2016-05-20,2016-05-18,on_time
dataco_188,2016-05-08,Apparel,Estados Unidos,Cleats,3.0,179.9700012,2016-05-09,2016-05-08,2016-05-05,on_time
dataco_189,2016-04-24,Apparel,Estados Unidos,Cleats,3.0,179.9700012,2016-04-25,2016-04-24,2016-04-21,on_time
dataco_190,2016-07-03,Golf,Estados Unidos,Shop By Sport,3.0,119.9700012,2016-07-05,2016-07-03,2016-07-01,on_time
dataco_191,2016-04-24,Golf,Estados Unidos,Girls' Apparel,3.0,75.0,2016-04-25,2016-04-24,2016-04-21,on_time
dataco_192,2016-12-23,Golf,Canada,Women's Apparel,3.0,150.0,2016-12-21,2016-12-23,2016-12-17,late
dataco_193,2016-05-13,Golf,Estados Unidos,Women's Apparel,3.0,150.0,2016-05-12,2016-05-13,2016-05-08,late
dataco_194,2016-12-23,Golf,Canada,Women's Apparel,3.0,150.0,2016-12-21,2016-12-23,2016-12-17,late
dataco_195,2016-09-03,Golf,Canada,Shop By Sport,3.0,119.9700012,2016-09-03,2016-09-03,2016-08-30,on_time
dataco_196,2016-07-29,Golf,Estados Unidos,Shop By Sport,3.0,119.9700012,2016-07-31,2016-07-29,2016-07-27,on_time
dataco_197,2016-07-21,Outdoors,Estados Unidos,Accessories,3.0,74.97000122,2016-07-21,2016-07-21,2016-07-17,on_time
dataco_198,2016-07-12,Outdoors,Estados Unidos,Trade-In,3.0,47.97000122,2016-07-10,2016-07-12,2016-07-06,late
dataco_199,2016-09-11,Apparel,Madagascar,Cleats,4.0,239.9600067,2016-09-13,2016-09-11,2016-09-09,on_time
dataco_200,2016-09-01,Apparel,Argelia,Cleats,4.0,239.9600067,2016-08-30,2016-09-01,2016-08-26,late
dataco_201,2017-01-20,Golf,Liberia,Women's Apparel,4.0,200.0,2017-01-20,2017-01-20,2017-01-16,on_time
dataco_202,2017-01-20,Golf,Liberia,Shop By Sport,4.0,159.9600067,2017-01-20,2017-01-20,2017-01-16,on_time
dataco_203,2016-10-03,Golf,Sudán,Women's Apparel,4.0,200.0,2016-10-02,2016-10-03,2016-09-28,late
dataco_204,2016-09-05,Outdoors,Costa de Marfil,Accessories,4.0,99.95999908,2016-09-07,2016-09-05,2016-09-03,on_time
dataco_205,2016-09-18,Footwear,Zambia,Cardio Equipment,4.0,399.9599915,2016-09-20,2016-09-18,2016-09-16,on_time
dataco_206,2016-10-24,Apparel,Marruecos,Cleats,4.0,239.9600067,2016-10-24,2016-10-24,2016-10-20,on_time
dataco_207,2017-01-12,Apparel,Egipto,Cleats,4.0,239.9600067,2017-01-11,2017-01-12,2017-01-07,late
dataco_208,2016-10-15,Apparel,Senegal,Cleats,4.0,239.9600067,2016-10-14,2016-10-15,2016-10-10,late
dataco_209,2016-09-08,Apparel,Egipto,Cleats,4.0,239.9600067,2016-09-10,2016-09-08,2016-09-06,on_time
dataco_210,2017-01-11,Apparel,Marruecos,Cleats,4.0,239.9600067,2017-01-10,2017-01-11,2017-01-06,late
dataco_211,2017-01-03,Golf,Costa de Marfil,Women's Apparel,4.0,200.0,2017-01-01,2017-01-03,2016-12-28,late
dataco_212,2016-08-30,Golf,Egipto,Women's Apparel,4.0,200.0,2016-08-29,2016-08-30,2016-08-25,late
dataco_213,2016-09-09,Golf,Níger,Shop By Sport,4.0,159.9600067,2016-09-09,2016-09-09,2016-09-05,on_time
dataco_214,2016-12-03,Golf,Marruecos,Shop By Sport,4.0,159.9600067,2016-12-02,2016-12-03,2016-11-28,late
dataco_215,2016-09-05,Golf,SudAfrica,Girls' Apparel,4.0,120.0,2016-09-06,2016-09-05,2016-09-02,on_time
dataco_216,2016-11-23,Golf,Marruecos,Women's Apparel,4.0,200.0,2016-11-23,2016-11-23,2016-11-19,on_time
dataco_217,2016-09-16,Golf,Sudán,Women's Apparel,4.0,200.0,2016-09-18,2016-09-16,2016-09-14,on_time
dataco_218,2016-11-10,Golf,Nigeria,Women's Apparel,4.0,200.0,2016-11-09,2016-11-10,2016-11-05,late
dataco_219,2016-12-12,Outdoors,Nigeria,Accessories,4.0,99.95999908,2016-12-12,2016-12-12,2016-12-08,on_time
dataco_220,2017-01-19,Footwear,Mozambique,Cardio Equipment,4.0,399.9599915,2017-01-18,2017-01-19,2017-01-14,late
