flow_id,timestamp,src,dst,product,qty,value,scheduled_date,actual_date,po_date,status
arcos_21,2014-01-06,KINRAY LLC,MAIN STREET PHARMACY #8644 (MI),,6065.0,,,,,
arcos_22,2012-12-02,VALUEDRUGCO,PUBLIX PHARMACY #1528 (VA),,22.0,,,,,
arcos_23,2014-03-16,ANDA INC,WALGREENS #9211 (LA),,526.0,,,,,
arcos_24,2012-02-07,KINRAY LLC,QUALITY CARE PHARMACY #6507 (NC),,778.0,,,,,
arcos_25,2012-08-05,PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #6007 (WV),,2616.0,,,,,
arcos_26,2011-12-05,BELLCO DRUG CORP,COMMUNITY PHARMACY #5242 (DE),,229.0,,,,,
arcos_27,2012-10-09,AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #4915 (OH),,3395.0,,,,,
arcos_28,2012-12-17,KINRAY LLC,RITE AID #1394 (FL),,326.0,,,,,
arcos_29,2013-03-23,MCKESSON CORPORATION,VILLAGE PHARMACY #4294 (PA),,565.0,,,,,
arcos_30,2012-04-06,HD SMITH WHOLESALE DRUG CO,KROGER PHARMACY #1887 (KY),,334.0,,,,,
arcos_31,2010-08-12,HD SMITH WHOLESALE DRUG CO,CORNER DRUG STORE #2236 (KY),,197.0,,,,,
arcos_32,2008-04-30,HD SMITH WHOLESALE DRUG CO,PUBLIX PHARMACY #8593 (NM),,214.0,,,,,
arcos_33,2009-01-16,BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #5688 (MI),,47.0,,,,,
arcos_34,2011-08-01,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #7622 (RI),,43.0,,,,,
arcos_35,2013-12-19,MCKESSON CORPORATION,MAIN STREET PHARMACY #2094 (KY),,135.0,,,,,
arcos_36,2009-05-06,DAKOTA DRUG INC,PUBLIX PHARMACY #5706 (MT),,184.0,,,,,
arcos_37,2011-04-28,DAKOTA DRUG INC,MEDICO PHARMACY #5021 (MT),,334.0,,,,,
arcos_38,2014-03-07,PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #2822 (WV),,95.0,,,,,
arcos_39,2013-02-01,HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #2472 (ND),,453.0,,,,,
arcos_40,2010-04-03,NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #7202 (CT),,416.0,,,,,
arcos_41,2011-12-16,KINRAY LLC,KROGER PHARMACY #5686 (VA),,586.0,,,,,
arcos_42,2014-03-20,ANDA INC,VILLAGE PHARMACY #1377 (VA),,207.0,,,,,
arcos_43,2012-11-28,BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #3473 (WV),,791.0,,,,,
arcos_44,2009-06-25,MIAMI-LUKEN INC,KROGER PHARMACY #6683 (OH),,446.0,,,,,
arcos_45,2012-05-28,GULF COAST MEDICAL SUPPLY,WINN-DIXIE PHARMACY #8378 (VA),,19.0,,,,,
arcos_46,2013-12-10,HENRY SCHEIN INC,SUNRISE PHARMACY #4395 (WA),,348.0,,,,,
arcos_47,2012-02-05,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #5365 (FL),,190.0,,,,,
arcos_48,2010-08-05,BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #6271 (AR),,1500.0,,,,,
arcos_49,2014-06-03,BELLCO DRUG CORP,CVS PHARMACY #6466 (KY),,229.0,,,,,
arcos_50,2011-02-14,NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #5581 (TN),,165.0,,,,,
arcos_51,2013-12-10,NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #9741 (SC),,64.0,,,,,
arcos_52,2008-10-23,DIRECT RX,SUNRISE PHARMACY #7390 (IN),,115.0,,,,,
arcos_53,2011-01-13,HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #3848 (DE),,295.0,,,,,
arcos_54,2008-11-29,DAKOTA DRUG INC,GOOD NEIGHBOR PHARMACY #3396 (IN),,310.0,,,,,
arcos_55,2013-04-20,BELLCO DRUG CORP,SUNRISE PHARMACY #8246 (MA),,267.0,,,,,
arcos_56,2011-05-12,DAKOTA DRUG INC,CVS PHARMACY #3187 (KY),,97.0,,,,,
arcos_57,2012-01-05,DIRECT RX,MEDICO PHARMACY #9378 (TN),,739.0,,,,,
arcos_58,2013-06-28,PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #9964 (OH),,192.0,,,,,
arcos_59,2014-08-26,DAKOTA DRUG INC,CORNER DRUG STORE #8519 (AK),,243.0,,,,,
arcos_60,2011-08-27,CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #1784 (PA),,434.0,,,,,
arcos_61,2012-11-24,GULF COAST MEDICAL SUPPLY,WALGREENS #7611 (WA),,1328.0,,,,,
arcos_62,2012-01-06,PRESCRIPTION SUPPLY INC,CVS PHARMACY #9326 (KY),,459.0,,,,,
arcos_63,2011-02-21,VALUEDRUGCO,HARRIS TEETER PHARMACY #3473 (WV),,669.0,,,,,
arcos_64,2011-04-28,HENRY SCHEIN INC,HOMETOWN PHARMACY #3746 (TN),,415.0,,,,,
arcos_65,2011-08-17,ANDA INC,WALMART PHARMACY #8931 (VA),,34.0,,,,,
arcos_66,2010-01-22,HD SMITH WHOLESALE DRUG CO,PEOPLES PHARMACY #3759 (TN),,3760.0,,,,,
arcos_67,2014-01-30,BELLCO DRUG CORP,VILLAGE PHARMACY #7334 (PA),,1379.0,,,,,
arcos_68,2008-12-15,VALUEDRUGCO,FAMILY CARE PHARMACY #3203 (KY),,84.0,,,,,
arcos_69,2011-03-04,DAKOTA DRUG INC,CORNER DRUG STORE #6200 (PA),,357.0,,,,,
arcos_70,2010-01-12,KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #6273 (HI),,330.0,,,,,
arcos_71,2009-11-05,DAKOTA DRUG INC,WINN-DIXIE PHARMACY #4497 (AZ),,183.0,,,,,
arcos_72,2013-11-06,BELLCO DRUG CORP,CORNER DRUG STORE #9561 (PA),,779.0,,,,,
arcos_73,2010-09-07,SMITH DRUG COMPANY,PEOPLES PHARMACY #2912 (WV),,165.0,,,,,
arcos_74,2010-07-19,NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #7046 (MA),,686.0,,,,,
arcos_75,2008-07-25,DIRECT RX,HARRIS TEETER PHARMACY #9689 (OK),,95.0,,,,,
arcos_76,2012-12-23,AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #3668 (MS),,873.0,,,,,
arcos_77,2008-03-26,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #2028 (TN),,1544.0,,,,,
arcos_78,2007-03-04,SMITH DRUG COMPANY,CVS PHARMACY #9746 (TN),,1025.0,,,,,
arcos_79,2013-06-17,MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #6387 (NC),,652.0,,,,,
arcos_80,2011-12-14,MCKESSON CORPORATION,CVS PHARMACY #4698 (OH),,233.0,,,,,
arcos_81,2009-08-27,DIRECT RX,MAIN STREET PHARMACY #7935 (KY),,154.0,,,,,
arcos_82,2011-11-30,MIAMI-LUKEN INC,HOMETOWN PHARMACY #6513 (WV),,374.0,,,,,
arcos_83,2014-02-25,NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #9432 (NV),,210.0,,,,,
arcos_84,2009-02-04,ANDA INC,COMMUNITY PHARMACY #8220 (VA),,236.0,,,,,
arcos_85,2011-05-04,KINRAY LLC,RITE AID #3495 (IL),,1190.0,,,,,
arcos_86,2012-07-27,BELLCO DRUG CORP,MEDICO PHARMACY #7458 (TX),,73.0,,,,,
arcos_87,2009-12-15,BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #3112 (LA),,98.0,,,,,
arcos_88,2011-03-19,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #2073 (WI),,234.0,,,,,
arcos_89,2010-07-21,GULF COAST MEDICAL SUPPLY,SUNRISE PHARMACY #4273 (OR),,1575.0,,,,,
arcos_90,2010-10-06,VALUEDRUGCO,WALMART PHARMACY #5238 (AR),,187.0,,,,,
arcos_91,2010-05-28,KINRAY LLC,PUBLIX PHARMACY #2932 (KS),,398.0,,,,,
arcos_92,2010-06-24,VALUEDRUGCO,CVS PHARMACY #5523 (NC),,320.0,,,,,
arcos_93,2006-09-08,HENRY SCHEIN INC,CVS PHARMACY #4509 (LA),,46.0,,,,,
arcos_94,2013-02-06,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #7622 (RI),,173.0,,,,,
arcos_95,2008-07-22,KINRAY LLC,MAIN STREET PHARMACY #3493 (MD),,420.0,,,,,
arcos_96,2010-02-21,DIRECT RX,MAIN STREET PHARMACY #3572 (TN),,187.0,,,,,
arcos_97,2012-09-14,ANDA INC,WALMART PHARMACY #6565 (SC),,470.0,,,,,
arcos_98,2013-05-03,KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #9193 (KY),,637.0,,,,,
arcos_99,2013-12-16,SMITH DRUG COMPANY,HEALTH MART PHARMACY #4740 (VA),,530.0,,,,,
arcos_100,2009-09-19,VALUEDRUGCO,MAIN STREET PHARMACY #3283 (NV),,119.0,,,,,
arcos_101,2014-02-19,HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #9020 (AL),,39.0,,,,,
arcos_102,2011-08-15,GULF COAST MEDICAL SUPPLY,WALGREENS #7353 (OK),,607.0,,,,,
arcos_103,2014-10-02,BELLCO DRUG CORP,FAMILY CARE PHARMACY #3626 (OK),,269.0,,,,,
arcos_104,2014-02-09,NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #5408 (OH),,115.0,,,,,
arcos_105,2012-07-22,ANDA INC,CORNER DRUG STORE #5081 (AZ),,142.0,,,,,
arcos_106,2014-02-15,PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #7931 (CA),,279.0,,,,,
arcos_107,2013-01-18,KEYSOURCE MEDICAL INC,WALMART PHARMACY #8666 (MS),,450.0,,,,,
arcos_108,2011-07-24,NATIONAL WHOLESALE DRUG CO INC,MEDICO PHARMACY #7141 (ND),,72.0,,,,,
arcos_109,2006-09-24,NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #2234 (VA),,162.0,,,,,
arcos_110,2012-06-10,MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #8648 (GA),,12.0,,,,,
arcos_111,2012-04-02,NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #8090 (LA),,180.0,,,,,
arcos_112,2008-08-04,HENRY SCHEIN INC,CORNER DRUG STORE #8030 (TX),,481.0,,,,,
arcos_113,2011-12-16,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #5688 (MI),,218.0,,,,,
arcos_114,2013-09-03,KEYSOURCE MEDICAL INC,PUBLIX PHARMACY #2397 (LA),,246.0,,,,,
arcos_115,2012-05-15,KINRAY LLC,CORNER DRUG STORE #6778 (SC),,421.0,,,,,
arcos_116,2012-02-21,MCKESSON CORPORATION,COMMUNITY PHARMACY #8260 (MI),,293.0,,,,,
arcos_117,2011-08-23,DIRECT RX,HOMETOWN PHARMACY #8469 (NC),,342.0,,,,,
arcos_118,2013-06-05,KEYSOURCE MEDICAL INC,PUBLIX PHARMACY #1949 (PA),,311.0,,,,,
arcos_119,2011-07-16,PENN PHARMACEUTICAL SERVICES INC,WINN-DIXIE PHARMACY #8561 (LA),,109.0,,,,,
arcos_120,2008-10-06,HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #5392 (NC),,123.0,,,,,
arcos_121,2008-06-25,MIAMI-LUKEN INC,SUNRISE PHARMACY #9210 (IA),,549.0,,,,,
arcos_122,2009-07-07,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #2904 (CT),,700.0,,,,,
arcos_123,2014-03-30,GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #2766 (WV),,1378.0,,,,,
arcos_124,2011-07-25,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #8987 (ME),,98.0,,,,,
arcos_125,2010-01-14,MORRIS & DICKSON CO LLC,FAMILY CARE PHARMACY #5152 (MI),,193.0,,,,,
arcos_126,2011-03-01,MCKESSON CORPORATION,HOMETOWN PHARMACY #5569 (NC),,87.0,,,,,
arcos_127,2012-04-25,ANDA INC,PUBLIX PHARMACY #4058 (WA),,55.0,,,,,
arcos_128,2013-07-03,VALUEDRUGCO,WINN-DIXIE PHARMACY #1912 (OH),,662.0,,,,,
arcos_129,2007-10-29,VALUEDRUGCO,HARRIS TEETER PHARMACY #8821 (AL),,121.0,,,,,
arcos_130,2011-04-12,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #6004 (OK),,47.0,,,,,
arcos_131,2009-05-06,HD SMITH WHOLESALE DRUG CO,WALGREENS #1373 (PA),,363.0,,,,,
arcos_132,2012-04-17,MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #3820 (AK),,78.0,,,,,
arcos_133,2013-01-27,ANDA INC,CVS PHARMACY #2076 (VA),,416.0,,,,,
arcos_134,2013-11-15,DAKOTA DRUG INC,WALMART PHARMACY #6000 (VT),,179.0,,,,,
arcos_135,2013-08-14,AMERISOURCEBERGEN DRUG CORP,HEALTH MART PHARMACY #4191 (NV),,1526.0,,,,,
arcos_136,2011-12-01,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #1995 (NJ),,76.0,,,,,
arcos_137,2010-07-26,PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #4052 (OH),,308.0,,,,,
arcos_138,2011-12-12,BELLCO DRUG CORP,CVS PHARMACY #5105 (TN),,1828.0,,,,,
arcos_139,2011-06-13,PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #4383 (NV),,1917.0,,,,,
arcos_140,2013-07-29,SMITH DRUG COMPANY,MEDICO PHARMACY #7114 (NJ),,120.0,,,,,
arcos_141,2012-08-11,SMITH DRUG COMPANY,MAIN STREET PHARMACY #2855 (IN),,445.0,,,,,
arcos_142,2011-04-29,BELLCO DRUG CORP,SUNRISE PHARMACY #6542 (PA),,85.0,,,,,
arcos_143,2009-01-03,BELLCO DRUG CORP,HOMETOWN PHARMACY #8707 (WV),,1472.0,,,,,
arcos_144,2011-09-26,MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #3185 (WY),,65.0,,,,,
arcos_145,2010-03-26,MCKESSON CORPORATION,WALMART PHARMACY #2043 (NH),,2024.0,,,,,
arcos_146,2012-10-21,PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #6376 (OH),,174.0,,,,,
arcos_147,2011-09-01,VALUEDRUGCO,HOMETOWN PHARMACY #8829 (MS),,153.0,,,,,
arcos_148,2008-12-06,KINRAY LLC,CORNER DRUG STORE #4480 (IN),,61.0,,,,,
arcos_149,2008-12-20,ANDA INC,SUNRISE PHARMACY #8999 (NC),,212.0,,,,,
arcos_150,2011-01-04,BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #9307 (VA),,397.0,,,,,
arcos_151,2009-06-10,PRESCRIPTION SUPPLY INC,PUBLIX PHARMACY #3067 (WI),,184.0,,,,,
arcos_152,2011-04-13,DIRECT RX,PUBLIX PHARMACY #1430 (ID),,368.0,,,,,
arcos_153,2009-01-12,SMITH DRUG COMPANY,WALGREENS #5175 (PA),,1094.0,,,,,
arcos_154,2008-08-11,ANDA INC,MAIN STREET PHARMACY #1044 (MO),,244.0,,,,,
arcos_155,2011-10-13,GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #6528 (OH),,610.0,,,,,
arcos_156,2011-11-04,BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #6366 (WA),,20000.0,,,,,
arcos_157,2012-04-22,PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #2504 (VA),,675.0,,,,,
arcos_158,2010-06-22,SMITH DRUG COMPANY,PEOPLES PHARMACY #7557 (OH),,213.0,,,,,
arcos_159,2010-04-15,MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #2880 (MI),,155.0,,,,,
arcos_160,2011-02-25,NATIONAL WHOLESALE DRUG CO INC,HEALTH MART PHARMACY #8461 (GA),,82.0,,,,,
arcos_161,2009-05-29,DIRECT RX,WINN-DIXIE PHARMACY #2902 (IN),,1035.0,,,,,
arcos_162,2010-08-01,MIAMI-LUKEN INC,FAMILY CARE PHARMACY #1129 (MS),,178.0,,,,,
arcos_163,2012-06-13,PENN PHARMACEUTICAL SERVICES INC,RITE AID #3349 (TN),,852.0,,,,,
arcos_164,2010-01-27,VALUEDRUGCO,FAMILY CARE PHARMACY #5952 (MI),,370.0,,,,,
arcos_165,2013-04-05,GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #1697 (MI),,82.0,,,,,
arcos_166,2008-06-24,GULF COAST MEDICAL SUPPLY,HEALTH MART PHARMACY #9073 (NY),,77.0,,,,,
arcos_167,2008-06-29,MIAMI-LUKEN INC,CVS PHARMACY #2408 (IN),,194.0,,,,,
arcos_168,2014-03-03,MORRIS & DICKSON CO LLC,RITE AID #3893 (AZ),,372.0,,,,,
arcos_169,2012-06-24,SMITH DRUG COMPANY,PUBLIX PHARMACY #1697 (MI),,33.0,,,,,
arcos_170,2010-12-04,MCKESSON CORPORATION,CVS PHARMACY #1614 (NM),,233.0,,,,,
arcos_171,2012-12-29,MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #6564 (IN),,170.0,,,,,
arcos_172,2011-02-18,GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #5339 (PA),,277.0,,,,,
arcos_173,2010-11-05,CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #6849 (MD),,4230.0,,,,,
arcos_174,2014-04-30,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #1784 (PA),,767.0,,,,,
arcos_175,2007-02-05,KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #3933 (MO),,161.0,,,,,
arcos_176,2011-11-12,VALUEDRUGCO,MAIN STREET PHARMACY #6319 (OH),,607.0,,,,,
arcos_177,2011-03-03,MIAMI-LUKEN INC,QUALITY CARE PHARMACY #6874 (MI),,498.0,,,,,
arcos_178,2007-03-20,MIAMI-LUKEN INC,CORNER DRUG STORE #9661 (KY),,52.0,,,,,
arcos_179,2013-02-24,DAKOTA DRUG INC,KROGER PHARMACY #2636 (VA),,117.0,,,,,
arcos_180,2014-07-11,ANDA INC,QUALITY CARE PHARMACY #2379 (SD),,300.0,,,,,
arcos_181,2008-12-04,BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #7344 (LA),,402.0,,,,,
arcos_182,2010-08-26,HENRY SCHEIN INC,HOMETOWN PHARMACY #7488 (TN),,10.0,,,,,
arcos_183,2008-02-25,ANDA INC,VILLAGE PHARMACY #8618 (LA),,1145.0,,,,,
arcos_184,2011-07-07,MORRIS & DICKSON CO LLC,MEDICO PHARMACY #9648 (MA),,39.0,,,,,
arcos_185,2011-06-14,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #3509 (ME),,782.0,,,,,
arcos_186,2008-08-17,HENRY SCHEIN INC,WALMART PHARMACY #1108 (WV),,78.0,,,,,
arcos_187,2007-09-24,ANDA INC,GOOD NEIGHBOR PHARMACY #5417 (HI),,726.0,,,,,
arcos_188,2010-12-26,ANDA INC,MAIN STREET PHARMACY #6319 (OH),,91.0,,,,,
arcos_189,2014-06-23,PRESCRIPTION SUPPLY INC,CVS PHARMACY #6761 (LA),,449.0,,,,,
arcos_190,2014-03-08,BELLCO DRUG CORP,CORNER DRUG STORE #1473 (PA),,412.0,,,,,
arcos_191,2011-08-12,HD SMITH WHOLESALE DRUG CO,WINN-DIXIE PHARMACY #9226 (CT),,168.0,,,,,
arcos_192,2009-05-02,HENRY SCHEIN INC,MAIN STREET PHARMACY #6528 (OH),,603.0,,,,,
arcos_193,2013-05-19,HENRY SCHEIN INC,CVS PHARMACY #6755 (TN),,103.0,,,,,
arcos_194,2009-11-23,DAKOTA DRUG INC,RITE AID #3495 (IL),,199.0,,,,,
arcos_195,2011-02-24,BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #9453 (TN),,190.0,,,,,
arcos_196,2010-05-06,NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #8405 (VA),,345.0,,,,,
arcos_197,2012-09-24,BURLINGTON DRUG COMPANY INC,PEOPLES PHARMACY #6284 (NH),,155.0,,,,,
arcos_198,2013-06-13,PENN PHARMACEUTICAL SERVICES INC,WINN-DIXIE PHARMACY #5416 (AL),,12.0,,,,,
arcos_199,2012-12-31,HENRY SCHEIN INC,RITE AID #9329 (MN),,252.0,,,,,
arcos_200,2013-01-09,AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #5232 (TN),,1508.0,,,,,
arcos_201,2013-05-10,BELLCO DRUG CORP,MEDICO PHARMACY #1621 (MI),,695.0,,,,,
arcos_202,2009-11-17,DAKOTA DRUG INC,VILLAGE PHARMACY #1306 (NJ),,903.0,,,,,
arcos_203,2014-02-17,DIRECT RX,HARRIS TEETER PHARMACY #4474 (IN),,158.0,,,,,
arcos_204,2009-04-01,VALUEDRUGCO,MAIN STREET PHARMACY #8902 (TN),,456.0,,,,,
arcos_205,2013-03-20,PRESCRIPTION SUPPLY INC,GOOD NEIGHBOR PHARMACY #6194 (NH),,417.0,,,,,
arcos_206,2007-07-03,HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #8747 (MN),,1249.0,,,,,
arcos_207,2011-03-17,BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #6758 (NC),,10.0,,,,,
arcos_208,2012-11-29,VALUEDRUGCO,RITE AID #5178 (ND),,366.0,,,,,
arcos_209,2012-12-18,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #1823 (TX),,400.0,,,,,
arcos_210,2012-10-16,NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #6654 (CA),,46.0,,,,,
arcos_211,2011-09-16,MIAMI-LUKEN INC,SUNRISE PHARMACY #2784 (IN),,91.0,,,,,
arcos_212,2012-06-08,MIAMI-LUKEN INC,COMMUNITY PHARMACY #2590 (PA),,72.0,,,,,
arcos_213,2008-11-27,KEYSOURCE MEDICAL INC,CVS PHARMACY #1614 (NM),,467.0,,,,,
arcos_214,2012-03-23,SMITH DRUG COMPANY,CORNER DRUG STORE #6200 (PA),,274.0,,,,,
arcos_215,2010-12-11,HD SMITH WHOLESALE DRUG CO,RITE AID #3349 (TN),,244.0,,,,,
arcos_216,2013-10-23,DIRECT RX,HARRIS TEETER PHARMACY #4161 (CA),,340.0,,,,,
arcos_217,2010-11-22,GULF COAST MEDICAL SUPPLY,SUNRISE PHARMACY #6128 (IL),,1820.0,,,,,
arcos_218,2010-02-24,NATIONAL WHOLESALE DRUG CO INC,PEOPLES PHARMACY #6007 (WV),,447.0,,,,,
arcos_219,2011-01-29,NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #7086 (IN),,1147.0,,,,,
arcos_220,2008-08-29,KINRAY LLC,SUNRISE PHARMACY #4273 (OR),,91.0,,,,,
arcos_221,2013-09-02,HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #4010 (LA),,64.0,,,,,
arcos_222,2014-04-08,DAKOTA DRUG INC,COMMUNITY PHARMACY #5731 (WV),,319.0,,,,,
arcos_223,2009-09-07,ANDA INC,COMMUNITY PHARMACY #9384 (NH),,254.0,,,,,
arcos_224,2007-03-22,CARDINAL HEALTH INC,PEOPLES PHARMACY #3259 (MA),,216.0,,,,,
arcos_225,2012-10-30,BELLCO DRUG CORP,MAIN STREET PHARMACY #7935 (KY),,110.0,,,,,
arcos_226,2013-01-10,CARDINAL HEALTH INC,HEALTH MART PHARMACY #8336 (NE),,332.0,,,,,
arcos_227,2012-01-17,BELLCO DRUG CORP,RITE AID #9223 (WV),,143.0,,,,,
arcos_228,2010-11-07,DIRECT RX,RITE AID #3607 (MN),,1805.0,,,,,
arcos_229,2010-11-06,VALUEDRUGCO,PUBLIX PHARMACY #2055 (NC),,209.0,,,,,
arcos_230,2011-11-10,BURLINGTON DRUG COMPANY INC,GOOD NEIGHBOR PHARMACY #6272 (NC),,57.0,,,,,
arcos_231,2009-08-18,SMITH DRUG COMPANY,RITE AID #9320 (LA),,204.0,,,,,
arcos_232,2010-01-16,VALUEDRUGCO,COMMUNITY PHARMACY #4270 (AR),,147.0,,,,,
arcos_233,2010-02-02,MCKESSON CORPORATION,HEALTH MART PHARMACY #4409 (OH),,167.0,,,,,
arcos_234,2008-09-15,GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #6580 (OH),,432.0,,,,,
arcos_235,2010-06-01,MCKESSON CORPORATION,QUALITY CARE PHARMACY #3905 (TN),,767.0,,,,,
arcos_236,2008-04-27,DIRECT RX,PEOPLES PHARMACY #2912 (WV),,1518.0,,,,,
arcos_237,2011-02-08,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #6063 (NC),,580.0,,,,,
arcos_238,2012-05-16,MCKESSON CORPORATION,MEDICO PHARMACY #6550 (VA),,1035.0,,,,,
