flow_id,timestamp,src,dst,product,qty,value,scheduled_date,actual_date,po_date,status
scms_19,2007-06-19,Abbott GmbH & Co. KG,Nigeria,"HIV 1/2, Determine Complete HIV Kit",1000.0,80000.0,2007-06-19,2007-06-19,2007-05-13,on_time
scms_20,2007-06-19,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,"HIV 1/2, Stat-Pak HIV, Kit",7500.0,202500.0,2007-06-19,2007-06-19,2007-05-17,on_time
scms_21,2007-10-02,BRISTOL-MYERS SQUIBB,Côte d'Ivoire,Didanosine,5513.0,140581.5,2007-10-02,2007-10-02,2007-07-13,on_time
scms_22,2007-10-15,Aurobindo Pharma Limited,Vietnam,Nevirapine,1000.0,1920.0,2007-10-15,2007-10-15,2007-07-04,on_time
scms_23,2007-08-27,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Lopinavir/Ritonavir,500.0,41095.0,2007-08-27,2007-08-27,2007-07-04,on_time
scms_24,2007-08-21,"Orgenics, Ltd",Haiti,"HIV 1/2, Determine HIV Kit, without Lancets",750.0,53992.5,2007-08-13,2007-08-21,2007-07-26,late
scms_25,2007-08-25,Orasure Technologies Inc.,Haiti,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",25.0,8750.0,2007-08-25,2007-08-25,2007-07-26,on_time
scms_26,2007-10-16,"Standard Diagnostics, Inc.",Tanzania,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",10000.0,200000.0,2007-10-16,2007-10-16,,on_time
scms_27,2007-11-22,"Standard Diagnostics, Inc.",Tanzania,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",10000.0,200000.0,2007-11-22,2007-11-22,,on_time
scms_28,2007-11-22,"Standard Diagnostics, Inc.",Tanzania,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",10000.0,200000.0,2007-11-22,2007-11-22,,on_time
scms_29,2007-11-20,Aurobindo Pharma Limited,Ethiopia,Stavudine,64000.0,99200.0,2007-11-20,2007-11-20,2007-10-03,on_time
scms_30,2007-10-03,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,"HIV 1/2, Stat-Pak HIV, Kit",10000.0,270000.0,2007-10-03,2007-10-03,2007-08-28,on_time
scms_31,2008-01-29,"JSI R&T INSTITUTE, INC.",South Africa,Zidovudine,40.0,317.6,2008-01-29,2008-01-29,2007-11-12,on_time
scms_32,2008-01-21,"GILEAD SCIENCES IRELAND, INC.",Vietnam,Tenofovir Disoproxil Fumarate,1000.0,17000.0,2008-01-21,2008-01-21,2007-11-19,on_time
scms_33,2008-01-21,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Vietnam,Zidovudine,400.0,3352.0,2008-01-21,2008-01-21,2007-11-21,on_time
scms_34,2008-01-31,"Orgenics, Ltd",Rwanda,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",1500.0,15.0,2008-01-31,2008-01-31,2007-12-10,on_time
scms_35,2008-02-05,"Orgenics, Ltd",Nigeria,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",650.0,6.5,2008-02-05,2008-02-05,,on_time
scms_36,2008-01-04,"JSI R&T INSTITUTE, INC.",South Africa,Stavudine,200.0,340.0,2008-01-21,2008-01-04,2008-01-04,on_time
scms_37,2008-02-18,"Trinity Biotech, Plc",Haiti,"HIV 1/2, Capillus HIV Kit",2.0,278.0,2008-02-18,2008-02-18,,on_time
scms_38,2008-06-17,BIO-RAD LABORATORIES (FRANCE),Côte d'Ivoire,"HIV, Genie II HIV-1/HIV-2 Kit",476.0,36176.0,2008-06-17,2008-06-17,2008-02-27,on_time
scms_39,2009-03-19,"Standard Diagnostics, Inc.",Côte d'Ivoire,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",659.0,13180.0,2009-03-19,2009-03-19,2008-03-03,on_time
scms_40,2008-04-01,"Orgenics, Ltd",Guyana,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",240.0,2.4,2008-04-09,2008-04-01,2008-02-28,on_time
scms_41,2008-07-28,"Orgenics, Ltd",Guyana,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",213.0,2.13,2008-07-28,2008-07-28,2008-02-28,on_time
scms_42,2008-03-11,TURE PHARMACEUTICALS & MEDICAL SUPPLIES P.L.C.,Ethiopia,"HIV 1/2, Capillus HIV Kit",63.0,13399.25,2008-03-11,2008-03-11,2008-02-29,on_time
scms_43,2008-11-17,"Orgenics, Ltd",Zimbabwe,"HIV 1/2, Determine HIV Kit, without Lancets",1634.0,117631.66,2008-11-17,2008-11-17,2008-03-17,on_time
scms_44,2008-04-17,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,"HIV 1/2, Stat-Pak HIV, Kit",1425.0,38475.0,2008-04-17,2008-04-17,2008-03-13,on_time
scms_45,2008-06-04,"Orgenics, Ltd",Namibia,"HIV 1/2, Determine HIV Kit, without Lancets",142.0,10222.58,2008-06-04,2008-06-04,2008-03-18,on_time
scms_46,2008-06-03,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Efavirenz,8400.0,96432.0,2008-06-03,2008-06-03,2008-03-31,on_time
scms_47,2008-04-24,S. BUYS WHOLESALER,South Africa,Saquinavir,6.0,405.06,2008-04-24,2008-04-24,2008-02-20,on_time
scms_48,2008-04-24,S. BUYS WHOLESALER,South Africa,Stavudine,600.0,870.0,2008-04-24,2008-04-24,2008-02-20,on_time
scms_49,2008-07-12,BRISTOL-MYERS SQUIBB,Vietnam,Didanosine,400.0,2800.0,2008-07-12,2008-07-12,2008-03-31,on_time
scms_50,2008-04-07,S. BUYS WHOLESALER,South Africa,Didanosine,6.0,77.1,2008-04-25,2008-04-07,2008-04-04,on_time
scms_51,2008-07-09,"Orgenics, Ltd",Nigeria,"HIV 1/2, Determine HIV Kit, without Lancets",5498.0,439785.02,2008-07-09,2008-07-09,,on_time
scms_52,2008-07-04,"Orgenics, Ltd",Nigeria,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",5498.0,54.98,2008-07-09,2008-07-04,,on_time
scms_53,2008-05-09,TURE PHARMACEUTICALS & MEDICAL SUPPLIES P.L.C.,Ethiopia,"HIV 1/2, Uni-Gold HIV Kit",15.0,691.42,2008-05-09,2008-05-09,,on_time
scms_54,2008-09-19,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Tenofovir Disoproxil Fumarate,1344.0,18359.04,2008-09-19,2008-09-19,2008-05-14,on_time
scms_55,2008-08-20,S. BUYS WHOLESALER,South Africa,Stavudine,20.0,103.4,2008-08-20,2008-08-20,,on_time
scms_56,2008-05-08,S. BUYS WHOLESALER,South Africa,Didanosine EC,100.0,1906.0,2008-08-20,2008-05-08,,on_time
scms_57,2008-05-08,S. BUYS WHOLESALER,South Africa,Stavudine,670.0,1025.1,2008-08-20,2008-05-08,,on_time
scms_58,2008-09-02,BRISTOL-MYERS SQUIBB,Tanzania,Didanosine EC,2597.0,61470.99,2008-09-02,2008-09-02,2008-05-15,on_time
scms_59,2008-09-30,Orasure Technologies Inc.,Haiti,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",28.0,9800.0,2008-09-30,2008-09-30,2008-05-20,on_time
scms_60,2008-11-24,"Trinity Biotech, Plc",Haiti,"HIV 1/2, Capillus HIV Kit",84.0,11676.0,2008-11-24,2008-11-24,2008-05-23,on_time
scms_61,2008-06-09,S. BUYS WHOLESALER,South Africa,Abacavir,30.0,1049.4,2008-06-12,2008-06-09,,on_time
scms_62,2008-09-19,Aurobindo Pharma Limited,Vietnam,Lamivudine,38640.0,92736.0,2008-09-19,2008-09-19,2008-07-01,on_time
scms_63,2008-09-09,IDA FOUNDATION,Nigeria,Artemether/Lumefantrine,34.0,1547.68,2009-02-25,2008-09-09,2008-07-02,on_time
scms_64,2008-10-08,Aurobindo Pharma Limited,Vietnam,Stavudine,42000.0,60900.0,2008-10-08,2008-10-08,2008-07-03,on_time
scms_65,2008-07-08,S. BUYS WHOLESALER,South Africa,Nevirapine,50.0,696.5,2008-07-10,2008-07-08,,on_time
scms_66,2008-11-27,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Efavirenz,16800.0,171192.0,2008-11-27,2008-11-27,2008-07-24,on_time
scms_67,2008-08-15,ZEPHYR BIOMEDICALS,Guyana,Malaria Paramax-3 Kit,98.0,3675.0,2008-08-15,2008-08-15,2008-07-25,on_time
scms_68,2008-10-20,"Orgenics, Ltd",Zambia,"HIV 1/2, Determine HIV Kit, without Lancets",4500.0,323955.0,2008-10-20,2008-10-20,2008-07-31,on_time
scms_69,2008-09-18,"Trinity Biotech, Plc",Namibia,"HIV 1/2, Uni-Gold HIV Kit",10.0,320.0,2008-09-18,2008-09-18,2008-08-26,on_time
scms_70,2008-10-02,BIO-RAD LABORATORIES (FRANCE),Côte d'Ivoire,"HIV, Genie II HIV-1/HIV-2 Kit",500.0,38000.0,2008-10-02,2008-10-02,2008-08-27,on_time
scms_71,2009-01-23,IDA FOUNDATION,Côte d'Ivoire,Artesunate+Amodiaquine,25000.0,9750.0,2009-01-23,2009-01-23,2008-09-03,on_time
scms_72,2009-04-08,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Nigeria,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,9.0,453.6,2009-03-10,2009-04-08,2009-03-06,late
scms_73,2008-10-29,"Orgenics, Ltd",Namibia,"HIV 1/2, Determine HIV Kit, without Lancets",150.0,10798.5,2008-10-29,2008-10-29,2008-09-24,on_time
scms_74,2008-11-28,"Trinity Biotech, Plc",Botswana,"HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",15.0,450.0,2008-11-28,2008-11-28,2008-10-02,on_time
scms_75,2009-01-23,"Standard Diagnostics, Inc.",Zambia,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",319.0,6380.0,2009-01-23,2009-01-23,2008-10-02,on_time
scms_76,2008-10-09,S. BUYS WHOLESALER,South Africa,Tenofovir Disoproxil Fumarate,80.0,1830.4,2009-05-17,2008-10-09,,on_time
scms_77,2009-05-17,S. BUYS WHOLESALER,South Africa,Tenofovir Disoproxil Fumarate,120.0,2745.6,2009-05-17,2009-05-17,,on_time
scms_78,2008-10-09,S. BUYS WHOLESALER,South Africa,Stavudine,600.0,858.0,2009-05-17,2008-10-09,,on_time
scms_79,2008-10-09,S. BUYS WHOLESALER,South Africa,Didanosine,7.0,91.35,2009-05-17,2008-10-09,,on_time
scms_80,2008-10-09,S. BUYS WHOLESALER,South Africa,Lopinavir/Ritonavir,40.0,1375.6,2009-05-17,2008-10-09,,on_time
scms_81,2009-02-06,ZEPHYR BIOMEDICALS,Guyana,Malaria Paramax-3 Kit,108.0,4050.0,2009-02-06,2009-02-06,2008-11-19,on_time
scms_82,2009-04-21,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Tanzania,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,50000.0,2520000.0,2009-04-21,2009-04-21,2008-12-19,on_time
scms_83,2009-03-02,IDA FOUNDATION,Côte d'Ivoire,Quinine (as dihydrochloride),140.0,2731.4,2009-03-02,2009-03-02,2008-12-19,on_time
scms_84,2009-03-23,"Trinity Biotech, Plc",Mozambique,"HIV 1/2, Uni-Gold HIV Kit",5700.0,182400.0,2009-03-23,2009-03-23,2009-01-05,on_time
scms_85,2009-04-10,Aurobindo Pharma Limited,Vietnam,Lamivudine/Zidovudine,5964.0,51350.04,2009-04-10,2009-04-10,2009-01-16,on_time
scms_86,2009-04-10,Aurobindo Pharma Limited,Vietnam,Lamivudine,21000.0,50400.0,2009-04-10,2009-04-10,2009-01-16,on_time
scms_87,2009-03-23,CIPLA LIMITED,Vietnam,Lamivudine/Nevirapine/Stavudine,10560.0,72864.0,2009-03-23,2009-03-23,2009-01-16,on_time
scms_88,2009-03-16,Aurobindo Pharma Limited,Vietnam,Lamivudine/Zidovudine,2352.0,20250.72,2009-03-16,2009-03-16,2008-10-21,on_time
scms_89,2009-05-28,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tanzania,Lopinavir/Ritonavir,524.0,21536.4,2009-05-28,2009-05-28,2009-02-05,on_time
scms_90,2009-05-04,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tanzania,Lopinavir/Ritonavir,2094.0,21526.32,2009-05-04,2009-05-04,2009-02-05,on_time
scms_91,2009-04-28,Premier Medical Corporation Ltd.,Rwanda,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",8249.0,185602.5,2009-04-28,2009-04-28,2009-02-18,on_time
scms_92,2009-09-30,BRISTOL-MYERS SQUIBB,Nigeria,Didanosine EC,200.0,4734.0,2009-09-30,2009-09-30,2009-03-04,on_time
scms_93,2009-03-31,BRISTOL-MYERS SQUIBB,Haiti,Didanosine,80.0,760.0,2009-03-31,2009-03-31,2009-03-06,on_time
scms_94,2009-03-31,BRISTOL-MYERS SQUIBB,Haiti,Didanosine,32.0,402.88,2009-03-31,2009-03-31,2009-03-06,on_time
scms_95,2009-04-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Haiti,Lopinavir/Ritonavir,46.0,472.88,2009-04-15,2009-04-15,2009-03-06,on_time
scms_96,2008-12-02,S. BUYS WHOLESALER,South Africa,Efavirenz,3025.0,47522.75,2009-03-31,2008-12-02,,on_time
scms_97,2008-12-03,S. BUYS WHOLESALER,South Africa,Efavirenz,3500.0,49840.0,2009-04-07,2008-12-03,,on_time
scms_98,2008-12-03,S. BUYS WHOLESALER,South Africa,Zidovudine,1008.0,3588.48,2009-04-07,2008-12-03,,on_time
scms_99,2008-12-23,S. BUYS WHOLESALER,South Africa,Stavudine,960.0,1152.0,2009-05-05,2008-12-23,,on_time
scms_100,2008-12-30,S. BUYS WHOLESALER,South Africa,Lamivudine,1800.0,10512.0,2009-05-12,2008-12-30,,on_time
scms_101,2008-11-21,S. BUYS WHOLESALER,South Africa,Stavudine,1200.0,3384.0,2009-03-31,2008-11-21,,on_time
scms_102,2009-04-21,S. BUYS WHOLESALER,South Africa,Lamivudine,346.0,1954.9,2009-06-25,2009-04-21,2009-03-18,on_time
scms_103,2009-06-05,S. BUYS WHOLESALER,South Africa,Efavirenz,5300.0,16642.0,2009-06-25,2009-06-05,2009-03-18,on_time
scms_104,2009-06-17,S. BUYS WHOLESALER,South Africa,Lamivudine,342.0,1932.3,2009-06-25,2009-06-17,2009-03-18,on_time
scms_105,2009-08-19,S. BUYS WHOLESALER,South Africa,Stavudine,2700.0,10665.0,2009-08-19,2009-08-19,2009-06-15,on_time
scms_106,2009-04-14,S. BUYS WHOLESALER,South Africa,Lopinavir/Ritonavir,3735.0,134385.3,2009-06-25,2009-04-14,2009-03-27,on_time
scms_107,2009-04-29,S. BUYS WHOLESALER,South Africa,Zidovudine,6000.0,80640.0,2009-06-25,2009-04-29,2009-03-27,on_time
scms_108,2009-04-20,S. BUYS WHOLESALER,South Africa,Stavudine,11672.0,35016.0,2009-06-25,2009-04-20,2009-03-27,on_time
scms_109,2009-11-13,Orasure Technologies Inc.,Botswana,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",20.0,7000.0,2009-11-13,2009-11-13,2009-03-25,on_time
scms_110,2009-06-30,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Côte d'Ivoire,Lopinavir/Ritonavir,10240.0,420864.0,2009-06-30,2009-06-30,2009-03-30,on_time
scms_111,2009-07-22,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Côte d'Ivoire,Ritonavir,400.0,15344.0,2009-07-22,2009-07-22,2009-03-30,on_time
scms_112,2009-04-21,S. BUYS WHOLESALER,South Africa,Lopinavir/Ritonavir,30.0,1080.0,2009-07-31,2009-04-21,2009-04-02,on_time
scms_113,2009-04-17,S. BUYS WHOLESALER,South Africa,Emtricitabine/Tenofovir Disoproxil Fumarate,80.0,2816.0,2009-05-15,2009-04-17,2009-04-02,on_time
scms_114,2009-04-23,S. BUYS WHOLESALER,South Africa,Zidovudine,1000.0,19770.0,2009-05-15,2009-04-23,2009-04-02,on_time
scms_115,2009-09-16,Orasure Technologies Inc.,Haiti,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",60.0,21000.0,2009-09-16,2009-09-16,2009-04-02,on_time
scms_116,2009-07-10,"Orgenics, Ltd",Kenya,"HIV 1/2, Determine Complete HIV Kit",7500.0,600000.0,2009-07-10,2009-07-10,2009-04-04,on_time
scms_117,2009-08-18,"Orgenics, Ltd",Nigeria,"HIV 1/2, Determine Complete HIV Kit",6395.0,511600.0,2009-08-18,2009-08-18,2009-04-09,on_time
scms_118,2009-07-25,HETERO LABS LIMITED,Rwanda,Efavirenz,55356.0,386384.88,2009-07-25,2009-07-25,2009-04-15,on_time
scms_119,2009-09-15,BIO-RAD LABORATORIES (FRANCE),Côte d'Ivoire,"HIV, Genie II HIV-1/HIV-2 Kit",1000.0,110000.0,2009-09-15,2009-09-15,2009-04-15,on_time
scms_120,2009-07-17,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Ritonavir,8.0,613.76,2009-07-17,2009-07-17,2009-04-29,on_time
scms_121,2009-07-10,Aurobindo Pharma Limited,Vietnam,Lamivudine/Nevirapine/Zidovudine,3500.0,39025.0,2009-07-10,2009-07-10,2009-04-29,on_time
scms_122,2009-07-10,Orasure Technologies Inc.,Botswana,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",5.0,1750.0,2009-06-12,2009-07-10,2009-05-27,late
scms_123,2009-09-01,"Orgenics, Ltd",Namibia,"HIV 1/2, Clearview Complete Kit",67.0,5025.0,2009-09-01,2009-09-01,2009-05-18,on_time
scms_124,2009-07-28,BRISTOL-MYERS SQUIBB,Vietnam,Didanosine,400.0,2800.0,2009-07-28,2009-07-28,2009-05-27,on_time
scms_125,2009-06-29,"Trinity Biotech, Plc",Namibia,"HIV 1/2, Uni-Gold HIV Kit",220.0,7040.0,2009-06-29,2009-06-29,2009-06-02,on_time
scms_126,2009-07-28,S. BUYS WHOLESALER,South Africa,Ritonavir,50.0,490.0,2009-07-28,2009-07-28,2009-06-05,on_time
scms_127,2009-08-05,S. BUYS WHOLESALER,South Africa,Lamivudine,5000.0,41300.0,2009-10-12,2009-08-05,2009-06-05,on_time
scms_128,2009-07-28,S. BUYS WHOLESALER,South Africa,Lamivudine,460.0,2838.2,2009-10-12,2009-07-28,2009-06-05,on_time
scms_129,2006-06-27,BIO-RAD LABORATORIES (FRANCE),Côte d'Ivoire,"HIV, Genie II HIV-1/HIV-2 Kit",147.0,11076.45,2006-06-27,2006-06-27,2006-04-19,on_time
scms_130,2006-07-14,Orasure Technologies Inc.,Côte d'Ivoire,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",6.0,2400.0,2006-07-14,2006-07-14,,on_time
scms_131,2006-11-16,BRISTOL-MYERS SQUIBB,Vietnam,Didanosine,2800.0,19600.0,2006-11-16,2006-11-16,,on_time
scms_132,2006-11-09,Orasure Technologies Inc.,Haiti,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",15.0,6000.0,2006-11-09,2006-11-09,,on_time
scms_133,2006-11-07,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Zimbabwe,Lopinavir/Ritonavir,260.0,11096.8,2006-11-07,2006-11-07,,on_time
scms_134,2006-12-07,Aurobindo Pharma Limited,Nigeria,Lamivudine,894.0,2994.9,2006-12-07,2006-12-07,,on_time
scms_135,2007-03-14,CIPLA LIMITED,Vietnam,Lamivudine/Zidovudine,25100.0,276100.0,2007-03-14,2007-03-14,2006-11-15,on_time
scms_136,2007-03-14,STRIDES ARCOLAB LIMITED,Vietnam,Stavudine,95500.0,144205.0,2007-03-14,2007-03-14,2006-11-15,on_time
scms_137,2006-12-29,"Trinity Biotech, Plc",Guyana,"HIV 1/2, Uni-Gold HIV Kit",900.0,36000.0,2006-12-29,2006-12-29,,on_time
scms_138,2007-02-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Mozambique,Lopinavir/Ritonavir,80.0,3288.0,2007-02-15,2007-02-15,2006-11-17,on_time
scms_139,2007-05-12,CIPLA LIMITED,Vietnam,Lamivudine/Nevirapine/Stavudine,70000.0,525000.0,2007-05-12,2007-05-12,2007-01-09,on_time
scms_140,2007-02-27,CIPLA LIMITED,Rwanda,Efavirenz,71577.0,1087970.4,2007-02-27,2007-02-27,2006-12-22,on_time
scms_141,2007-02-27,CIPLA LIMITED,Rwanda,Abacavir,5605.0,202340.5,2007-02-27,2007-02-27,2006-12-22,on_time
scms_142,2006-12-28,Abbott GmbH & Co. KG,Ethiopia,"HIV 1/2, Determine Complete HIV Kit",200.0,16000.0,2006-12-28,2006-12-28,2006-12-14,on_time
scms_143,2007-08-24,CIPLA LIMITED,Vietnam,Lamivudine/Nevirapine/Stavudine,25000.0,187500.0,2007-08-24,2007-08-24,2007-02-07,on_time
scms_144,2007-03-30,BIO-RAD LABORATORIES (FRANCE),Nigeria,"HIV, Genie II HIV-1/HIV-2 Kit",375.0,28500.0,2007-03-15,2007-03-30,,late
scms_145,2007-01-15,Abbott GmbH & Co. KG,Ethiopia,"HIV 1/2, Determine Complete HIV Kit",4650.0,372000.0,2007-01-15,2007-01-15,2006-12-14,on_time
scms_146,2007-10-23,BRISTOL-MYERS SQUIBB,Côte d'Ivoire,Didanosine,1577.0,14981.5,2007-10-23,2007-10-23,2007-05-09,on_time
scms_147,2007-09-07,Abbott GmbH & Co. KG,Nigeria,"HIV 1/2, Determine Complete HIV Kit",3500.0,280000.0,2007-09-07,2007-09-07,,on_time
scms_148,2007-10-02,BRISTOL-MYERS SQUIBB,Côte d'Ivoire,Didanosine,4270.0,40565.0,2007-10-02,2007-10-02,2007-07-13,on_time
scms_149,2007-10-02,Aurobindo Pharma Limited,Vietnam,Nevirapine,1000.0,1920.0,2007-10-02,2007-10-02,2007-07-03,on_time
scms_150,2007-10-02,Aurobindo Pharma Limited,Vietnam,Zidovudine,1000.0,2100.0,2007-10-02,2007-10-02,2007-07-03,on_time
scms_151,2007-10-15,Aurobindo Pharma Limited,Vietnam,Zidovudine,1000.0,2100.0,2007-10-15,2007-10-15,2007-07-04,on_time
scms_152,2007-10-15,Aurobindo Pharma Limited,Vietnam,Lamivudine/Nevirapine/Zidovudine,3000.0,40500.0,2007-10-15,2007-10-15,2007-07-04,on_time
scms_153,2007-11-23,Aurobindo Pharma Limited,Vietnam,Efavirenz,22500.0,277425.0,2007-11-23,2007-11-23,2007-07-04,on_time
scms_154,2007-08-27,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Lopinavir/Ritonavir,500.0,41095.0,2007-08-27,2007-08-27,2007-07-03,on_time
scms_155,2007-09-19,"Standard Diagnostics, Inc.",Tanzania,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",10000.0,200000.0,2007-09-19,2007-09-19,,on_time
scms_156,2008-01-28,ASPEN PHARMACARE,Rwanda,Tenofovir Disoproxil Fumarate,1609.0,27353.0,2008-01-28,2008-01-28,2007-11-12,on_time
scms_157,2008-01-29,"JSI R&T INSTITUTE, INC.",South Africa,Lopinavir/Ritonavir,30.0,1447.8,2008-01-29,2008-01-29,2007-11-12,on_time
scms_158,2008-01-29,"JSI R&T INSTITUTE, INC.",South Africa,Didanosine EC,100.0,2850.0,2008-01-29,2008-01-29,2007-11-12,on_time
scms_159,2008-03-28,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Ritonavir,100.0,18333.0,2008-03-28,2008-03-28,2007-11-21,on_time
scms_160,2008-01-21,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,"HIV 1/2, Stat-Pak HIV, Kit",10000.0,270000.0,2008-01-21,2008-01-21,2007-11-30,on_time
scms_161,2008-01-28,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Rwanda,Abacavir,1099.0,30222.5,2008-01-28,2008-01-28,2007-12-03,on_time
