entity,node_type,recon_error,gnn_score,risk_score,enhanced_risk,rank
VINTAGE PHARMACEUTICALS LLC,manufacturer,0.5674939,0.9687041,0.0720178523079039,0.430692371035545,39
LANNETT COMPANY INC,manufacturer,0.5667276,0.96739596,0.0720178523079039,0.4301691018590618,40
COMMUNITY PHARMACY #2490 (KY),retailer,0.0033909418,0.0057827258,0.3841322764056568,0.23279245609887805,41
RITE AID #9223 (WV),retailer,0.0032050847,0.005465469,0.3830433232389277,0.23201218148633157,42
FAMILY CARE PHARMACY #6977 (NC),retailer,0.0030987246,0.0052839126,0.3827239464463096,0.23174793297186796,43
WALMART PHARMACY #6240 (NC),retailer,0.0031395569,0.005353613,0.3816678586589743,0.23114216037206048,44
MAIN STREET PHARMACY #8342 (MI),retailer,0.0029726413,0.0050686887,0.3818384664611123,0.23113055538459729,45
PEOPLES PHARMACY #2912 (WV),retailer,0.0029486192,0.005027683,0.3817655502422809,0.231070403432945,46
HARRIS TEETER PHARMACY #6063 (NC),retailer,0.0028200396,0.0048081987,0.3812486618646531,0.23067247660631976,47
PEOPLES PHARMACY #6594 (KY),retailer,0.0027221232,0.0046410556,0.3809090772890298,0.23040186865803589,48
MAIN STREET PHARMACY #2094 (KY),retailer,0.0027179646,0.0046339566,0.3807517484760652,0.2303046317677271,49
CVS PHARMACY #5523 (NC),retailer,0.0026801054,0.0045693316,0.3807785907737003,0.23029488712409651,50
HOMETOWN PHARMACY #8919 (KY),retailer,0.0027064774,0.0046143485,0.3806797826234217,0.23025360900666358,51
MAIN STREET PHARMACY #1667 (MI),retailer,0.0025976817,0.0044286344,0.3802819526745881,0.22994062537276774,52
HOMETOWN PHARMACY #8469 (NC),retailer,0.0025697479,0.0043809516,0.3802928991089588,0.22992812009630803,53
PEOPLES PHARMACY #9504 (KY),retailer,0.002458036,0.0041902596,0.3794538268459426,0.22934840002265341,54
QUALITY CARE PHARMACY #6847 (WV),retailer,0.0023718607,0.004043159,0.379295441473678,0.2291945285375224,55
MEDICO PHARMACY #4938 (TN),retailer,0.0024039017,0.004097853,0.379183961664541,0.22914951811780984,56
SUNRISE PHARMACY #7702 (NC),retailer,0.0022694785,0.0038683934,0.3789974576985191,0.2289458320358232,57
PUBLIX PHARMACY #6736 (TN),retailer,0.0022537617,0.0038415643,0.3787248801518891,0.2287715538778179,58
GOOD NEIGHBOR PHARMACY #6129 (NC),retailer,0.002228688,0.003798764,0.3785954849386869,0.2286767965962534,59
PEOPLES PHARMACY #2660 (NC),retailer,0.0022603162,0.003852753,0.3783562248606694,0.22855483617371838,60
CVS PHARMACY #6803 (KY),retailer,0.0021648249,0.0036897494,0.3783923277513031,0.22851129648031107,61
MAIN STREET PHARMACY #7456 (MI),retailer,0.0021813547,0.0037179661,0.3783309880965709,0.2284857793857535,62
HARRIS TEETER PHARMACY #6758 (NC),retailer,0.0021865852,0.0037268947,0.3782560743769992,0.22844440254325352,63
WALGREENS #3635 (NC),retailer,0.0021395592,0.0036466215,0.3782676109600771,0.2284192151682799,64
HOMETOWN PHARMACY #6513 (WV),retailer,0.0021321087,0.0036339033,0.3781874112810726,0.22836600812772867,65
COMMUNITY PHARMACY #5731 (WV),retailer,0.002082678,0.0035495253,0.3780010439235958,0.22822043646672321,66
WINN-DIXIE PHARMACY #2880 (MI),retailer,0.0019672648,0.0033525159,0.3778381946316358,0.22804392314831146,67
HARRIS TEETER PHARMACY #3473 (WV),retailer,0.0020316893,0.0034624871,0.3777578687594082,0.22803971608564977,68
PEOPLES PHARMACY #4297 (TN),retailer,0.0020283796,0.0034568384,0.3777521491334094,0.22803402492148447,69
SUNRISE PHARMACY #2784 (IN),retailer,0.0020144405,0.003433044,0.3777434401488163,0.228019281763262,70
CVS PHARMACY #3187 (KY),retailer,0.0020214322,0.0034449792,0.3776872702839275,0.22799035392026154,71
SUNRISE PHARMACY #7243 (WV),retailer,0.0020146777,0.0034334492,0.3776598961937251,0.22796931744033527,72
WALMART PHARMACY #1339 (NC),retailer,0.001993471,0.00339725,0.3776752468071812,0.22796404818709542,73
GOOD NEIGHBOR PHARMACY #6272 (NC),retailer,0.001988212,0.0033882726,0.377642031262851,0.22794052779706492,74
PUBLIX PHARMACY #1697 (MI),retailer,0.0019810384,0.0033760266,0.3776407121898471,0.22793483794576608,75
RITE AID #3418 (WV),retailer,0.0019509915,0.003324737,0.3776299338804251,0.22790785520436263,76
CORNER DRUG STORE #4406 (KY),retailer,0.0019801564,0.003374521,0.3775696783215921,0.22789161540835326,77
WALGREENS #6014 (MI),retailer,0.001957849,0.003336443,0.3775299372747273,0.22785253958160312,78
HOMETOWN PHARMACY #6387 (NC),retailer,0.0019518078,0.0033261303,0.3775104934216348,0.22783674820923402,79
CORNER DRUG STORE #1473 (PA),retailer,0.0019796293,0.0033736213,0.377427399311393,0.22780588816247405,80
MEDICO PHARMACY #9378 (TN),retailer,0.0019501542,0.0033233073,0.3774465608320123,0.2277972594268388,81
MAIN STREET PHARMACY #8902 (TN),retailer,0.0019297359,0.0032884534,0.3774695440341089,0.22779710779840073,82
PUBLIX PHARMACY #2055 (NC),retailer,0.0019059256,0.0032478098,0.3773579278579462,0.22771388069301,83
KROGER PHARMACY #5322 (OH),retailer,0.0019253117,0.0032809016,0.3773329525923726,0.22771213218858818,84
VILLAGE PHARMACY #9397 (NC),retailer,0.0019903742,0.0033919632,0.3772081003910403,0.22768164553667458,85
WALGREENS #3100 (IN),retailer,0.0018517344,0.003155305,0.3773336978925082,0.22766234080219644,86
MAIN STREET PHARMACY #9550 (WV),retailer,0.0018844336,0.0032111227,0.3772211056169273,0.22761711249859043,87
GOOD NEIGHBOR PHARMACY #2494 (WV),retailer,0.0018934698,0.0032265473,0.3772013423331027,0.22761142430752185,88
MEDICO PHARMACY #6767 (NC),retailer,0.001885732,0.0032133395,0.377161464288897,0.2275822144372786,89
HARRIS TEETER PHARMACY #1096 (WV),retailer,0.0018850107,0.003212108,0.3771610978329065,0.22758150189404236,90
PUBLIX PHARMACY #2769 (WV),retailer,0.0018683262,0.003183628,0.3770139714725558,0.2274818341400992,91
WALMART PHARMACY #1108 (WV),retailer,0.0018213,0.003103354,0.3768476636556063,0.2273499397758632,92
MAIN STREET PHARMACY #1358 (IN),retailer,0.001947254,0.003318357,0.3766786004959074,0.2273345031169669,93
SUNRISE PHARMACY #8999 (NC),retailer,0.0017931018,0.0030552198,0.3768350638661503,0.2273231262049433,94
QUALITY CARE PHARMACY #3338 (WV),retailer,0.0017703817,0.0030164367,0.3768421647929298,0.2273118736044703,95
SUNRISE PHARMACY #9094 (PA),retailer,0.001848368,0.0031495593,0.3767120754962494,0.22728706897674233,96
CORNER DRUG STORE #6200 (PA),retailer,0.0017229823,0.0029355257,0.3767192042160209,0.2272057328675345,97
HOMETOWN PHARMACY #8707 (WV),retailer,0.0017443817,0.0029720552,0.3766377225520781,0.22717145562187263,98
QUALITY CARE PHARMACY #6507 (NC),retailer,0.0017358784,0.0029575406,0.3766163555682869,0.2271528295666677,99
WALGREENS #4642 (PA),retailer,0.0016866757,0.0028735518,0.3766141620964023,0.2271179180007182,100
MAIN STREET PHARMACY #7935 (KY),retailer,0.0017895706,0.0030491918,0.3764924451393659,0.227115143774727,101
GOOD NEIGHBOR PHARMACY #5339 (PA),retailer,0.0017348476,0.0029557806,0.3765496497862409,0.22711210213398905,102
HOMETOWN PHARMACY #5569 (NC),retailer,0.0017494981,0.002980789,0.3765079453473137,0.22709708280640667,103
SUNRISE PHARMACY #1937 (TN),retailer,0.0017500382,0.0029817107,0.3764818122707121,0.22708177164776994,104
PUBLIX PHARMACY #2234 (VA),retailer,0.0016771968,0.0028573708,0.3765068868852699,0.22704708041497582,105
COMMUNITY PHARMACY #3782 (NC),retailer,0.0017131937,0.0029188169,0.3764040859703577,0.22700997840009518,106
CVS PHARMACY #6466 (KY),retailer,0.00174988,0.002981441,0.3763483677718448,0.22700159714786156,107
HARRIS TEETER PHARMACY #7528 (IN),retailer,0.0017127873,0.002918124,0.3763617950493033,0.22698432666258125,108
MAIN STREET PHARMACY #4930 (VA),retailer,0.0017026525,0.0029008242,0.376371841999766,0.22698343487329883,109
MAIN STREET PHARMACY #4501 (WV),retailer,0.0016745006,0.0028527682,0.3763513913172329,0.22695194208225425,110
CORNER DRUG STORE #1213 (TN),retailer,0.0017004365,0.0028970402,0.3762550478687941,0.22691184487911664,111
MEDICO PHARMACY #1621 (MI),retailer,0.0016670593,0.002840066,0.3762222130637366,0.22686935429985067,112
COMMUNITY PHARMACY #9436 (WV),retailer,0.0016436322,0.0028000763,0.3761759329308047,0.2268255902892112,113
QUALITY CARE PHARMACY #3905 (TN),retailer,0.0016465863,0.0028051187,0.3761500809655492,0.22681209612192388,114
CVS PHARMACY #6838 (TN),retailer,0.0016076955,0.0027387321,0.3761346478355942,0.22677628155979618,115
HEALTH MART PHARMACY #6078 (KY),retailer,0.0016002193,0.0027259707,0.3760289010645831,0.22670772891815805,116
HOMETOWN PHARMACY #3804 (KY),retailer,0.0016168336,0.0027543313,0.3759775600250409,0.22668826861829883,117
PEOPLES PHARMACY #4809 (WV),retailer,0.0015683653,0.0026715961,0.3759121000582134,0.22661589855617464,118
CORNER DRUG STORE #6232 (MI),retailer,0.0015666242,0.0026686236,0.3759097962266565,0.22661332719114335,119
WALMART PHARMACY #8931 (VA),retailer,0.0015809467,0.0026930717,0.375839354209116,0.2265808412168985,120
KROGER PHARMACY #3100 (MI),retailer,0.0015245458,0.0025967963,0.375885312256587,0.22656990585692074,121
HEALTH MART PHARMACY #5260 (PA),retailer,0.0015607474,0.0026585916,0.3757950961219526,0.22654049429217765,122
CORNER DRUG STORE #2236 (KY),retailer,0.001539872,0.0026229576,0.3757545620264949,0.2265019202921445,123
HOMETOWN PHARMACY #4482 (KY),retailer,0.0015385731,0.0026207408,0.3757264847262056,0.22648418717646457,124
MEDICO PHARMACY #5392 (NC),retailer,0.0015297682,0.0026057109,0.3757171382079203,0.2264725673454436,125
PEOPLES PHARMACY #2021 (TN),retailer,0.0015096825,0.002571425,0.3757046730552655,0.22645137383044758,126
QUALITY CARE PHARMACY #4985 (TN),retailer,0.0015338712,0.0026127147,0.3756736962644125,0.22644930359764337,127
HOMETOWN PHARMACY #2172 (WV),retailer,0.0015252483,0.0025979956,0.3756624302437854,0.226436656396781,128
FAMILY CARE PHARMACY #2731 (OH),retailer,0.0015296083,0.0026054378,0.375616680609354,0.22641218347231662,129
QUALITY CARE PHARMACY #3071 (KY),retailer,0.0015061749,0.0025654372,0.3756195100774651,0.22639788091493607,130
VILLAGE PHARMACY #2822 (WV),retailer,0.0015090889,0.0025704114,0.3755880893468076,0.22638101824722223,131
WALGREENS #6656 (TN),retailer,0.0015051704,0.0025637227,0.3755434634041669,0.22635156710829626,132
KROGER PHARMACY #1497 (PA),retailer,0.0014990593,0.0025532905,0.3755460469223151,0.22634894431197428,133
SUNRISE PHARMACY #2882 (KY),retailer,0.0014817669,0.0025237727,0.3755346004434421,0.22633026934988018,134
GOOD NEIGHBOR PHARMACY #4375 (OH),retailer,0.0014946449,0.0025457554,0.3755095485813848,0.22632403131473403,135
PUBLIX PHARMACY #7101 (VA),retailer,0.001466593,0.002497871,0.3755335374813816,0.2263192708418319,136
WINN-DIXIE PHARMACY #3112 (LA),retailer,0.001461025,0.0024883663,0.3754819364216721,0.2262845084308413,137
PEOPLES PHARMACY #6564 (IN),retailer,0.0014787519,0.002518626,0.3754567433675584,0.22628149641579876,138
MAIN STREET PHARMACY #2855 (IN),retailer,0.0014466589,0.0024638434,0.3754697121992559,0.22626736474237447,139
KROGER PHARMACY #2038 (MI),retailer,0.001464254,0.0024938774,0.37544158003749,0.22626249904086618,140
CVS PHARMACY #6755 (TN),retailer,0.001471783,0.0025067304,0.3754117256293597,0.2262497275294305,141
COMMUNITY PHARMACY #9334 (IN),retailer,0.0014634512,0.0024925072,0.3753892098418439,0.22623052884014333,142
WINN-DIXIE PHARMACY #9193 (KY),retailer,0.0014559434,0.0024796927,0.3753679824501694,0.22621266652210328,143
HEALTH MART PHARMACY #5593 (KY),retailer,0.0014425599,0.0024568466,0.3753413898089071,0.22618757256741312,144
CVS PHARMACY #9326 (KY),retailer,0.0014462543,0.0024631526,0.3753077733760347,0.22616992507846773,145
HOMETOWN PHARMACY #2766 (WV),retailer,0.001440678,0.0024536347,0.3752896495350288,0.22615524364359446,146
VILLAGE PHARMACY #3873 (PA),retailer,0.001453875,0.0024761613,0.3752489069870254,0.22613980877711715,147
VILLAGE PHARMACY #9720 (VA),retailer,0.0014331676,0.002440814,0.375265358888543,0.22613554092794588,148
HARRIS TEETER PHARMACY #7234 (WV),retailer,0.0014321565,0.0024390882,0.3752243484218769,0.22611024436329544,149
MEDICO PHARMACY #2927 (MI),retailer,0.0014387994,0.0024504268,0.3752095941892257,0.22610592730643544,150
PEOPLES PHARMACY #3759 (TN),retailer,0.0013908359,0.0023685535,0.3752037604363402,0.22606967767844438,151
PUBLIX PHARMACY #9833 (MI),retailer,0.0013945209,0.0023748442,0.3751922777850205,0.2260653043466262,152
WALGREENS #4571 (VA),retailer,0.0013973035,0.0023795948,0.375102157708903,0.22601313254825386,153
PUBLIX PHARMACY #8639 (OH),retailer,0.0014162691,0.0024119685,0.3750746944779076,0.2260096041261877,154
QUALITY CARE PHARMACY #9242 (KY),retailer,0.0014084551,0.0023986294,0.3750512169756949,0.2259901819614148,155
PEOPLES PHARMACY #6007 (WV),retailer,0.0013702705,0.0023334483,0.3750130914005416,0.2259412341826388,156
COMMUNITY PHARMACY #1898 (TN),retailer,0.0013656107,0.0023254948,0.3749338037652361,0.22589048020354063,157
GOOD NEIGHBOR PHARMACY #7994 (IN),retailer,0.001365916,0.0023260156,0.3749189817913436,0.2258817953444235,158
COMMUNITY PHARMACY #8090 (LA),retailer,0.0013615274,0.0023185245,0.3749045514344158,0.2258701406580907,159
HOMETOWN PHARMACY #9385 (MI),retailer,0.0013623682,0.002319959,0.3748888000837337,0.2258612636588027,160
COMMUNITY PHARMACY #8229 (IN),retailer,0.0013533033,0.0023044862,0.3748818676852834,0.22585091511556293,161
SUNRISE PHARMACY #9537 (KY),retailer,0.001336841,0.0022763847,0.3748625733540517,0.2258280979190096,162
HEALTH MART PHARMACY #4740 (VA),retailer,0.0013493389,0.0022977185,0.3747974040370713,0.22579752986294957,163
PEOPLES PHARMACY #8932 (PA),retailer,0.0013388685,0.0022798455,0.3747594395328248,0.22576760192086529,164
WALGREENS #8595 (PA),retailer,0.0013234325,0.002253497,0.3747663940663144,0.22576123527083575,165
QUALITY CARE PHARMACY #7561 (KY),retailer,0.0013416238,0.0022845485,0.374731573398244,0.22575276345350986,166
FAMILY CARE PHARMACY #2951 (LA),retailer,0.00132423,0.0022548574,0.3747501421734386,0.22575202831853217,167
KROGER PHARMACY #2900 (MI),retailer,0.0013153813,0.0022397535,0.3747372610068737,0.22573825801263636,168
FAMILY CARE PHARMACY #3203 (KY),retailer,0.0013302618,0.0022651535,0.3747136313208782,0.22573424017362853,169
MEDICO PHARMACY #5822 (TN),retailer,0.0013120652,0.002234093,0.3746287425667821,0.22567088272877953,170
WALGREENS #4408 (TN),retailer,0.0012969367,0.0022082683,0.3746368461527769,0.22566541499962475,171
PUBLIX PHARMACY #1973 (TN),retailer,0.0012898399,0.002196154,0.3745927733527485,0.22563412564825197,172
RITE AID #8791 (VA),retailer,0.0013003486,0.0022140923,0.3745630787737731,0.2256234842174352,173
WALMART PHARMACY #2083 (MI),retailer,0.0012844393,0.0021869356,0.3745806507971736,0.22562316471779584,174
FAMILY CARE PHARMACY #9932 (MI),retailer,0.0013088462,0.0022285976,0.3745501984360846,0.22562155815446197,175
WINN-DIXIE PHARMACY #5889 (PA),retailer,0.0012913609,0.0021987509,0.3745304768990916,0.22559778649176682,176
SUNRISE PHARMACY #2009 (VA),retailer,0.0012905671,0.002197396,0.3745146921612758,0.22558777373575425,177
QUALITY CARE PHARMACY #6874 (MI),retailer,0.0013343708,0.0022721677,0.3744398927540682,0.22557280275921388,178
MEDICO PHARMACY #1464 (KY),retailer,0.0012911499,0.0021983897,0.374477601552667,0.22556591681249769,179
GOOD NEIGHBOR PHARMACY #7697 (PA),retailer,0.001288189,0.002193336,0.3744650572636892,0.22555636874525517,180
HOMETOWN PHARMACY #6061 (MI),retailer,0.0012762696,0.0021729898,0.3744722941687184,0.22555257240953908,181
HARRIS TEETER PHARMACY #6061 (MI),retailer,0.0012716373,0.0021650821,0.374452839264157,0.22553773640430053,182
PEOPLES PHARMACY #8476 (PA),retailer,0.0012785348,0.0021768569,0.3744222083504391,0.22552406778716025,183
MAIN STREET PHARMACY #4198 (PA),retailer,0.0012802006,0.0021797002,0.3743714815026702,0.2254947689979855,184
GOOD NEIGHBOR PHARMACY #9442 (VA),retailer,0.0012712689,0.0021644537,0.3743463941611435,0.22547361800181262,185
COMMUNITY PHARMACY #2313 (LA),retailer,0.0012739502,0.0021690305,0.3743406866644749,0.22547202419295484,186
WALGREENS #7469 (WV),retailer,0.0012753358,0.0021713958,0.3743385722203411,0.2254717016920027,187
GOOD NEIGHBOR PHARMACY #5677 (LA),retailer,0.0012999951,0.0022134888,0.3742651292584546,0.22544447306286663,188
HOMETOWN PHARMACY #8152 (WV),retailer,0.0012688668,0.0021603534,0.3742870683473629,0.22543638233807503,189
PUBLIX PHARMACY #8653 (MI),retailer,0.0012657709,0.0021550683,0.3742829607165778,0.2254318037737749,190
WALMART PHARMACY #7653 (PA),retailer,0.0012640964,0.0021522096,0.3742749058472956,0.22542582736270694,191
FAMILY CARE PHARMACY #3467 (KY),retailer,0.0012596945,0.0021446962,0.3742767499217707,0.2254239284294437,192
COMMUNITY PHARMACY #4205 (PA),retailer,0.0012687052,0.0021600774,0.3742540742639484,0.22541647552630123,193
VILLAGE PHARMACY #4294 (PA),retailer,0.0012599315,0.0021451006,0.3742285256744462,0.2253951556401387,194
FAMILY CARE PHARMACY #1847 (OH),retailer,0.0012575181,0.0021409804,0.3742279027887045,0.22539313387519022,195
RITE AID #1901 (TN),retailer,0.0012561487,0.0021386438,0.3742291291990372,0.2253929350227709,196
GOOD NEIGHBOR PHARMACY #3282 (LA),retailer,0.0012505108,0.0021290195,0.3742309448156805,0.22539017471268705,197
HARRIS TEETER PHARMACY #7348 (TN),retailer,0.0012767514,0.0021738124,0.3741644360878512,0.2253681866089259,198
CORNER DRUG STORE #1453 (OH),retailer,0.0012473019,0.0021235424,0.3741693158283873,0.22535100644216202,199
MAIN STREET PHARMACY #8777 (MI),retailer,0.0012494551,0.0021272183,0.3741353671882959,0.22533210764182948,200
HEALTH MART PHARMACY #5181 (MI),retailer,0.001245685,0.0021207817,0.3740612205788319,0.22528504503489358,201
PEOPLES PHARMACY #8170 (VA),retailer,0.0012382012,0.002108007,0.3740511514031264,0.22527389365354167,202
HOMETOWN PHARMACY #3746 (TN),retailer,0.0012421943,0.0021148233,0.3740402631280017,0.2252700871935117,203
VILLAGE PHARMACY #8857 (VA),retailer,0.0012427659,0.0021157984,0.3740386349370482,0.22526950032847537,204
HEALTH MART PHARMACY #9547 (VA),retailer,0.001238875,0.0021091572,0.3740144580909154,0.2252523377395669,205
WINN-DIXIE PHARMACY #1883 (IN),retailer,0.0012391541,0.0021096335,0.3740007873892735,0.22524432583225595,206
QUALITY CARE PHARMACY #3729 (OH),retailer,0.0012379105,0.002107511,0.3739792247980251,0.2252305393187725,207
HOMETOWN PHARMACY #4939 (MI),retailer,0.001237539,0.0021068768,0.3738021130789825,0.225124018560153,208
SUNRISE PHARMACY #8440 (TN),retailer,0.0012373949,0.0021066302,0.3737964468670921,0.2251205202292412,209
WINN-DIXIE PHARMACY #2902 (IN),retailer,0.0012373686,0.0021065862,0.3737872317908844,0.22511497360480298,210
HOMETOWN PHARMACY #7685 (TN),retailer,0.0012391706,0.0021096622,0.3736834999964217,0.22505396486345408,211
HEALTH MART PHARMACY #4409 (OH),retailer,0.001242342,0.0021150755,0.3736759065898329,0.2250515741444868,212
HEALTH MART PHARMACY #4585 (MI),retailer,0.0012452146,0.0021199791,0.3736282425626156,0.22502493720991387,213
COMMUNITY PHARMACY #7241 (LA),retailer,0.0012637377,0.002151598,0.3735081665921966,0.22496553916284873,214
COMMUNITY PHARMACY #6858 (LA),retailer,0.0012633627,0.0021509582,0.3734984592018099,0.22495945878953166,215
MAIN STREET PHARMACY #4010 (LA),retailer,0.0012667935,0.0021568136,0.3734837818570229,0.22495299460072696,216
KROGER PHARMACY #8019 (KY),retailer,0.0012714317,0.0021647317,0.3734745221123778,0.22495060594918553,217
HOMETOWN PHARMACY #2097 (OH),retailer,0.0012710941,0.0021641555,0.3734667110782971,0.2249456888263999,218
RITE AID #1243 (IN),retailer,0.0012943385,0.0022038333,0.3733719846468208,0.22490472410116943,219
HEALTH MART PHARMACY #7087 (VA),retailer,0.0012889144,0.0021945743,0.3733684324065937,0.2248988891781922,220
SUNRISE PHARMACY #1684 (LA),retailer,0.0012875599,0.0021922626,0.3733650636422103,0.2248959432326609,221
VILLAGE PHARMACY #4915 (OH),retailer,0.0013302003,0.0022650487,0.3732776853002141,0.2248726306517142,222
FAMILY CARE PHARMACY #7438 (PA),retailer,0.0013257944,0.0022575282,0.3732690385904604,0.22486443445394597,223
CORNER DRUG STORE #2273 (LA),retailer,0.0013624447,0.0023200903,0.3731787984708724,0.22483531519439606,224
HOMETOWN PHARMACY #3315 (LA),retailer,0.0013704164,0.0023336983,0.3731468889318042,0.2248216127021578,225
WALGREENS #4349 (IN),retailer,0.0014476627,0.0024655566,0.3730557303724148,0.22481966086685407,226
WINN-DIXIE PHARMACY #1222 (LA),retailer,0.0014428241,0.0024572972,0.3730556744548733,0.22481632356591105,227
WINN-DIXIE PHARMACY #2041 (MI),retailer,0.0013885732,0.0023646913,0.3731055415032793,0.22480920142907954,228
HARRIS TEETER PHARMACY #9862 (LA),retailer,0.0015692988,0.0026731892,0.3728825753943156,0.2247988208988923,229
WALMART PHARMACY #5079 (LA),retailer,0.0013193253,0.0022464849,0.3731630394450453,0.22479641764551786,230
FAMILY CARE PHARMACY #4130 (TN),retailer,0.0014672627,0.0024990144,0.3729882796552965,0.22479257354198032,231
CVS PHARMACY #5105 (TN),retailer,0.0023880953,0.0040708715,0.3645982399914808,0.2203872925987331,232
GOOD NEIGHBOR PHARMACY #8896 (PA),retailer,0.0022835364,0.0038923896,0.364295624858223,0.22013433077493016,233
WINN-DIXIE PHARMACY #4694 (OH),retailer,0.0021143456,0.0036035816,0.3632578759357563,0.2193961581902344,234
HOMETOWN PHARMACY #4342 (MI),retailer,0.0019914263,0.0033937588,0.3630672017128659,0.2191978246123056,235
KROGER PHARMACY #4300 (VA),retailer,0.0019152631,0.0032637485,0.3630033302876234,0.21910749763591617,236
FAMILY CARE PHARMACY #2595 (OH),retailer,0.001923836,0.0032783824,0.3627781085876188,0.21897821809471016,237
MAIN STREET PHARMACY #2256 (IN),retailer,0.0019092254,0.0032534425,0.362693056882866,0.2189172110936852,238
RITE AID #3349 (TN),retailer,0.0018403499,0.0031358723,0.3625258168257006,0.21876983899465818,239
CVS PHARMACY #2504 (VA),retailer,0.0017675774,0.0030116497,0.362187376864225,0.21851708604803402,240
MEDICO PHARMACY #8978 (MI),retailer,0.0017360683,0.002957864,0.3622086752870674,0.2185083507353586,241
PUBLIX PHARMACY #2397 (LA),retailer,0.0017288756,0.0029455859,0.3620348925165212,0.21839916985984897,242
VILLAGE PHARMACY #2028 (TN),retailer,0.0016772741,0.0028575028,0.3620110501503943,0.21834963122660658,243
