date,stress_score,stress_level,n_indicators,Diesel_Sales_Prices,Truck_Spot_Rates,Containerships_Await,Freight_Transportati,Inventory_to_Sales_R
2021-10-03,0.7798442736698785,HIGH,4,1.0,0.9959677419354839,,0.5454545454545454,0.15151515151515152
2021-10-10,0.7699303281149315,HIGH,4,1.0,0.9799196787148594,,0.5454545454545454,0.15151515151515152
2021-10-17,0.7593306933746716,HIGH,4,1.0,0.964,,0.5454545454545454,0.15151515151515152
2021-10-24,0.7481842280994091,HIGH,4,1.0,0.9641434262948207,,0.5454545454545454,0.15151515151515152
2021-10-31,0.7484992482606994,HIGH,4,1.0,1.0,,0.5454545454545454,0.15151515151515152
2021-11-07,0.7424398918219239,HIGH,4,1.0,0.9940711462450593,,0.38235294117647056,0.16176470588235295
2021-11-14,0.7377798732421943,HIGH,4,1.0,0.9960629921259843,,0.38235294117647056,0.16176470588235295
2021-11-21,0.7334162282233394,HIGH,4,1.0,1.0,,0.38235294117647056,0.16176470588235295
2021-11-28,0.7243836126025172,HIGH,4,0.98,0.99609375,,0.38235294117647056,0.16176470588235295
2021-12-05,0.7254584193758449,HIGH,4,0.9735099337748344,0.9922178988326849,,0.34285714285714286,0.2714285714285714
2021-12-12,0.7253656245332767,HIGH,4,0.9605263157894737,0.9922480620155039,,0.34285714285714286,0.2714285714285714
2021-12-19,0.7245697853642756,HIGH,4,0.9477124183006536,1.0,,0.34285714285714286,0.2714285714285714
2021-12-26,0.7251608425435394,HIGH,4,0.9415584415584416,1.0,,0.34285714285714286,0.2714285714285714
2022-01-02,0.7145373940147066,HIGH,4,0.9354838709677419,0.9961685823754789,,0.19444444444444442,0.25
2022-01-09,0.7044585850994184,HIGH,4,0.9294871794871795,0.9961832061068703,,0.19444444444444442,0.25
2022-01-16,0.6960072447122467,HIGH,4,0.9490445859872612,0.9923954372623575,,0.19444444444444442,0.25
2022-01-23,0.6896486557142194,HIGH,4,0.9810126582278481,0.9810606060606061,,0.19444444444444442,0.25
2022-01-30,0.693219439872252,HIGH,4,1.0,0.9773584905660377,,0.19444444444444442,0.25
2022-02-06,0.6932402271522926,HIGH,4,1.0,0.9736842105263158,,0.06756756756756754,0.2972972972972973
2022-02-13,0.6917441085730858,HIGH,4,1.0,0.9700374531835206,,0.06756756756756754,0.2972972972972973
2022-02-20,0.6883532412614888,HIGH,4,1.0,0.9664179104477612,,0.06756756756756754,0.2972972972972973
2022-02-27,0.6834875413002874,HIGH,4,1.0,0.9628252788104089,,0.06756756756756754,0.2972972972972973
2022-03-06,0.6795195519293376,HIGH,4,1.0,0.9444444444444444,,0.02631578947368418,0.3026315789473684
2022-03-13,0.670951651002649,HIGH,4,1.0,0.8819188191881919,,0.02631578947368418,0.3026315789473684
2022-03-20,0.6586793029266433,HIGH,4,1.0,0.8308823529411765,,0.02631578947368418,0.3026315789473684
2022-03-27,0.6459820394274274,MEDIUM,4,0.9940119760479041,0.8278388278388278,,0.02631578947368418,0.3026315789473684
2022-04-03,0.6411844404693946,MEDIUM,4,0.9940476190476191,0.8248175182481752,,0.07692307692307687,0.358974358974359
2022-04-10,0.6391573518293456,MEDIUM,4,0.9881656804733728,0.8036363636363636,,0.07692307692307687,0.358974358974359
2022-04-17,0.638844083066683,MEDIUM,4,0.9764705882352941,0.7862318840579711,,0.07692307692307687,0.358974358974359
2022-04-24,0.6384613259520079,MEDIUM,4,0.9766081871345029,0.776173285198556,,0.07692307692307687,0.358974358974359
2022-05-01,0.6358801775101637,MEDIUM,4,0.9883720930232558,0.7589928057553957,,0.09999999999999998,0.4
2022-05-08,0.6321889809723482,MEDIUM,4,1.0,0.7060931899641577,,0.09999999999999998,0.4
2022-05-15,0.6355964973024588,MEDIUM,4,1.0,0.7678571428571429,,0.09999999999999998,0.4
2022-05-22,0.6393972046802359,MEDIUM,4,0.9942857142857143,0.7686832740213523,,0.09999999999999998,0.4
2022-05-29,0.6399619634041596,MEDIUM,4,0.9886363636363636,0.7659574468085106,,0.09999999999999998,0.4
2022-06-05,0.6386667683299918,MEDIUM,4,0.9830508474576272,0.7137809187279152,,0.08536585365853655,0.4024390243902439
2022-06-12,0.6311982721394338,MEDIUM,4,1.0,0.6795774647887324,,0.08536585365853655,0.4024390243902439
2022-06-19,0.6239253753408667,MEDIUM,4,1.0,0.6771929824561403,,0.08536585365853655,0.4024390243902439
2022-06-26,0.6182144616842716,MEDIUM,4,1.0,0.6888111888111889,,0.08536585365853655,0.4024390243902439
2022-07-03,0.6304024102213016,MEDIUM,4,0.994475138121547,0.6724738675958188,,0.23809523809523814,0.5595238095238095
2022-07-10,0.6416567256273663,MEDIUM,4,0.978021978021978,0.6597222222222222,,0.23809523809523814,0.5595238095238095
2022-07-17,0.6509503905528202,HIGH,4,0.9562841530054644,0.6539792387543253,,0.23809523809523814,0.5595238095238095
2022-07-24,0.6579049875970665,HIGH,4,0.9402173913043478,0.6517241379310345,,0.23809523809523814,0.5595238095238095
2022-07-31,0.6584439476958439,HIGH,5,0.9351351351351351,0.6460481099656358,0.7884615384615384,0.23809523809523814,0.5595238095238095
2022-08-07,0.6529546853288077,HIGH,5,0.9086021505376344,0.6352739726027398,0.7264150943396226,0.13953488372093026,0.5813953488372093
2022-08-14,0.627556513817553,MEDIUM,5,0.8877005347593583,0.6177474402730375,0.3333333333333333,0.13953488372093026,0.5813953488372093
2022-08-21,0.6072518907271683,MEDIUM,5,0.8829787234042553,0.5986394557823129,0.43636363636363634,0.13953488372093026,0.5813953488372093
2022-08-28,0.5759187914284906,MEDIUM,5,0.8783068783068783,0.5711864406779661,0.38392857142857145,0.13953488372093026,0.5813953488372093
2022-09-04,0.5542524305975516,MEDIUM,5,0.9,0.543918918918919,0.4473684210526316,0.09090909090909094,0.5909090909090909
2022-09-11,0.5647574395784555,MEDIUM,5,0.8900523560209425,0.5218855218855218,0.6896551724137931,0.09090909090909094,0.5909090909090909
2022-09-18,0.5524945246686972,MEDIUM,5,0.8802083333333334,0.5201342281879194,0.3220338983050847,0.09090909090909094,0.5909090909090909
2022-09-25,0.5457564766238706,MEDIUM,5,0.8704663212435233,0.5484949832775919,0.31666666666666665,0.09090909090909094,0.5909090909090909
2022-10-02,0.5398418910699346,MEDIUM,5,0.8556701030927835,0.5366666666666666,0.20491803278688525,0.34444444444444444,0.5888888888888889
2022-10-09,0.5173942970014704,MEDIUM,5,0.8461538461538461,0.47840531561461797,0.16129032258064516,0.34444444444444444,0.5888888888888889
2022-10-16,0.5176665074924136,MEDIUM,5,0.9285714285714286,0.4304635761589404,0.19047619047619047,0.34444444444444444,0.5888888888888889
2022-10-23,0.5136972575921823,MEDIUM,5,0.9390862944162437,0.41254125412541254,0.1328125,0.34444444444444444,0.5888888888888889
2022-10-30,0.5043295495003377,MEDIUM,5,0.9393939393939394,0.41776315789473684,0.06153846153846154,0.34444444444444444,0.5888888888888889
2022-11-06,0.5174549204218895,MEDIUM,5,0.9296482412060302,0.3836065573770492,0.15151515151515152,0.6413043478260869,0.6739130434782609
2022-11-13,0.5195383824658875,MEDIUM,5,0.93,0.38562091503267976,0.0,0.6413043478260869,0.6739130434782609
2022-11-20,0.5270604895173087,MEDIUM,5,0.9203980099502488,0.4169381107491857,0.014705882352941176,0.6413043478260869,0.6739130434782609
2022-11-27,0.537903511837794,MEDIUM,5,0.905940594059406,0.4448051948051948,0.0,0.6413043478260869,0.6739130434782609
2022-12-04,0.5357137431786638,MEDIUM,5,0.8817733990147784,0.4336569579288026,0.014285714285714285,0.574468085106383,0.8617021276595744
2022-12-11,0.5399477431896876,MEDIUM,5,0.8382352941176471,0.4612903225806452,0.014084507042253521,0.574468085106383,0.8617021276595744
2022-12-18,0.5490916029006735,MEDIUM,5,0.8048780487804879,0.6012861736334405,0.020833333333333332,0.574468085106383,0.8617021276595744
2022-12-25,0.5625356322823275,MEDIUM,5,0.8009708737864077,0.6923076923076923,0.0,0.574468085106383,0.8617021276595744
2023-01-01,0.547721969516561,MEDIUM,5,0.7971014492753623,0.6373801916932907,0.013513513513513514,0.25,0.59375
2023-01-08,0.5310208908174042,MEDIUM,5,0.7980769230769231,0.5796178343949044,0.02666666666666667,0.25,0.59375
2023-01-15,0.5022522244477974,MEDIUM,5,0.7942583732057417,0.5079365079365079,0.019736842105263157,0.25,0.59375
2023-01-22,0.46454849263266096,MEDIUM,5,0.7857142857142857,0.44936708860759494,0.012987012987012988,0.25,0.59375
2023-01-29,0.45217568829271726,MEDIUM,5,0.8056872037914692,0.4416403785488959,0.0,0.25,0.59375
2023-02-05,0.43567931743641664,MEDIUM,5,0.8066037735849056,0.42452830188679247,0.0,0.020408163265306145,0.6632653061224489
2023-02-12,0.42161629315581967,MEDIUM,5,0.784037558685446,0.3949843260188088,0.0125,0.020408163265306145,0.6632653061224489
2023-02-19,0.41281259090169276,MEDIUM,5,0.7710280373831776,0.4,0.037037037037037035,0.020408163265306145,0.6632653061224489
2023-02-26,0.40598922870831455,MEDIUM,5,0.7674418604651163,0.4423676012461059,0.03048780487804878,0.020408163265306145,0.6632653061224489
2023-03-05,0.4175105008535887,MEDIUM,5,0.7638888888888888,0.4161490683229814,0.012048192771084338,0.19999999999999996,0.86
2023-03-12,0.43056721354983346,MEDIUM,5,0.7603686635944701,0.4117647058823529,0.0,0.19999999999999996,0.86
2023-03-19,0.4402844495137679,MEDIUM,5,0.7568807339449541,0.3734567901234568,0.0,0.19999999999999996,0.86
2023-03-26,0.4475235669657976,MEDIUM,5,0.7534246575342466,0.36615384615384616,0.005813953488372093,0.19999999999999996,0.86
2023-04-02,0.4441232098325721,MEDIUM,5,0.75,0.34662576687116564,0.034482758620689655,0.33333333333333337,0.7450980392156863
2023-04-09,0.44076203810357045,MEDIUM,5,0.746606334841629,0.3425076452599388,0.022727272727272728,0.33333333333333337,0.7450980392156863
2023-04-16,0.4383904068242962,MEDIUM,5,0.7387387387387387,0.3201219512195122,0.028089887640449437,0.33333333333333337,0.7450980392156863
2023-04-23,0.4394722125339473,MEDIUM,5,0.7488789237668162,0.3282674772036474,0.06666666666666667,0.33333333333333337,0.7450980392156863
2023-04-30,0.4411063376333384,MEDIUM,5,0.7321428571428571,0.3303030303030303,0.10989010989010989,0.33333333333333337,0.7450980392156863
2023-05-07,0.4426667899175191,MEDIUM,5,0.72,0.3293051359516616,0.05434782608695652,0.40384615384615385,0.7403846153846154
2023-05-14,0.45138853669629064,MEDIUM,5,0.7123893805309734,0.45180722891566266,0.021505376344086023,0.40384615384615385,0.7403846153846154
2023-05-21,0.4558864381070434,MEDIUM,5,0.7092511013215859,0.4069069069069069,0.05851063829787234,0.40384615384615385,0.7403846153846154
2023-05-28,0.4627936703975648,MEDIUM,5,0.706140350877193,0.45209580838323354,0.07894736842105263,0.40384615384615385,0.7403846153846154
2023-06-04,0.4670214143332681,MEDIUM,5,0.7030567685589519,0.44776119402985076,0.09895833333333333,0.2924528301886793,0.7358490566037735
2023-06-11,0.4620095722680877,MEDIUM,5,0.6956521739130435,0.37202380952380953,0.12886597938144329,0.2924528301886793,0.7358490566037735
2023-06-18,0.45829094698083706,MEDIUM,5,0.6926406926406926,0.3620178041543027,0.14795918367346939,0.2924528301886793,0.7358490566037735
2023-06-25,0.4567460821027749,MEDIUM,5,0.6982758620689655,0.4467455621301775,0.15151515151515152,0.2924528301886793,0.7358490566037735
2023-07-02,0.44041487101457344,MEDIUM,5,0.6952789699570815,0.36283185840707965,0.09,0.14814814814814814,0.6111111111111112
2023-07-09,0.43251416482118976,MEDIUM,5,0.6794871794871795,0.34411764705882353,0.22772277227722773,0.14814814814814814,0.6111111111111112
2023-07-16,0.41803847776577513,MEDIUM,5,0.6978723404255319,0.31085043988269795,0.11764705882352941,0.14814814814814814,0.6111111111111112
2023-07-23,0.40175717253765375,MEDIUM,5,0.6970338983050848,0.30701754385964913,0.20388349514563106,0.14814814814814814,0.6111111111111112
2023-07-30,0.4037508788182263,MEDIUM,5,0.7215189873417721,0.282798833819242,0.1971153846153846,0.14814814814814814,0.6111111111111112
2023-08-06,0.40837814535636446,MEDIUM,5,0.7647058823529411,0.25872093023255816,0.22857142857142856,0.3545454545454545,0.5272727272727272
2023-08-13,0.41426520378148574,MEDIUM,5,0.7740585774058577,0.23623188405797102,0.14150943396226415,0.3545454545454545,0.5272727272727272
2023-08-20,0.4126475455213148,MEDIUM,5,0.7916666666666666,0.23121387283236994,0.056074766355140186,0.3545454545454545,0.5272727272727272
2023-08-27,0.41275363939763554,MEDIUM,5,0.7925311203319502,0.2680115273775216,0.037037037037037035,0.3545454545454545,0.5272727272727272
2023-09-03,0.40119091354767733,MEDIUM,5,0.7975206611570248,0.25,0.13302752293577982,0.2053571428571429,0.45535714285714285
2023-09-10,0.40253828735931374,MEDIUM,5,0.7983539094650206,0.23209169054441262,0.3090909090909091,0.2053571428571429,0.45535714285714285
2023-09-17,0.4057737686271612,MEDIUM,5,0.8114754098360656,0.20285714285714285,0.2972972972972973,0.2053571428571429,0.45535714285714285
2023-09-24,0.4097850499137303,MEDIUM,5,0.8326530612244898,0.21652421652421652,0.2972972972972973,0.2053571428571429,0.45535714285714285
2023-10-01,0.4159596444396926,MEDIUM,5,0.8170731707317073,0.19318181818181818,0.27232142857142855,0.16666666666666663,0.5350877192982456
2023-10-08,0.414909066676607,MEDIUM,5,0.8178137651821862,0.1813031161473088,0.29646017699115046,0.16666666666666663,0.5350877192982456
2023-10-15,0.413713260212299,MEDIUM,5,0.7862903225806451,0.1694915254237288,0.3157894736842105,0.16666666666666663,0.5350877192982456
2023-10-22,0.4013960237544823,MEDIUM,5,0.7730923694779116,0.11830985915492957,0.21739130434782608,0.16666666666666663,0.5350877192982456
2023-10-29,0.4029910108694548,MEDIUM,5,0.804,0.19101123595505617,0.3232758620689655,0.16666666666666663,0.5350877192982456
2023-11-05,0.4046946294918947,MEDIUM,5,0.7729083665338645,0.2030812324929972,0.25213675213675213,0.31034482758620685,0.5344827586206896
2023-11-12,0.407028058136294,MEDIUM,5,0.75,0.22346368715083798,0.2330508474576271,0.31034482758620685,0.5344827586206896
2023-11-19,0.4172326153772834,MEDIUM,5,0.7450592885375494,0.26323119777158777,0.16806722689075632,0.31034482758620685,0.5344827586206896
2023-11-26,0.4097327963568034,MEDIUM,5,0.7283464566929134,0.30277777777777776,0.020833333333333332,0.31034482758620685,0.5344827586206896
2023-12-03,0.39171941894954787,LOW,5,0.7215686274509804,0.2853185595567867,0.01652892561983471,0.09322033898305082,0.5338983050847458
2023-12-10,0.381306563225141,LOW,5,0.6953125,0.26795580110497236,0.20081967213114754,0.09322033898305082,0.5338983050847458
2023-12-17,0.3716414577611027,LOW,5,0.6770428015564203,0.36363636363636365,0.0975609756097561,0.09322033898305082,0.5338983050847458
2023-12-24,0.3716023794652696,LOW,5,0.6589147286821705,0.5027472527472527,0.020161290322580645,0.09322033898305082,0.5338983050847458
2023-12-31,0.39410628687353355,LOW,5,0.667953667953668,0.40821917808219177,0.38,0.09322033898305082,0.5338983050847458
2024-01-07,0.43804013981007517,MEDIUM,5,0.65,0.3879781420765027,0.4126984126984127,0.75,0.6416666666666667
2024-01-14,0.473707228394358,MEDIUM,5,0.6398467432950191,0.49318801089918257,0.1220472440944882,0.75,0.6416666666666667
2024-01-21,0.5065050776312863,MEDIUM,5,0.648854961832061,0.46059782608695654,0.16796875,0.75,0.6416666666666667
2024-01-28,0.5172987913184257,MEDIUM,5,0.6387832699619772,0.3902439024390244,0.08139534883720931,0.75,0.6416666666666667
2024-02-04,0.488922259955214,MEDIUM,5,0.6515151515151515,0.3621621621621622,0.23076923076923078,0.39344262295081966,0.5245901639344263
2024-02-11,0.46535334587482546,MEDIUM,5,0.6679245283018868,0.3018867924528302,0.2099236641221374,0.39344262295081966,0.5245901639344263
2024-02-18,0.4430053404938961,MEDIUM,5,0.7180451127819549,0.23118279569892472,0.2765151515151515,0.39344262295081966,0.5245901639344263
2024-02-25,0.42612070580327355,MEDIUM,5,0.7172284644194756,0.2225201072386059,0.21052631578947367,0.39344262295081966,0.5245901639344263
2024-03-03,0.423559487256069,MEDIUM,5,0.6940298507462687,0.22459893048128343,0.2126865671641791,0.5080645161290323,0.5241935483870968
2024-03-10,0.4322908898634892,MEDIUM,5,0.6877323420074349,0.24266666666666667,0.34814814814814815,0.5080645161290323,0.5241935483870968
2024-03-17,0.4318633991576054,MEDIUM,5,0.6777777777777778,0.26728723404255317,0.1875,0.5080645161290323,0.5241935483870968
2024-03-24,0.4325957896211629,MEDIUM,5,0.6900369003690037,0.29708222811671087,0.08029197080291971,0.5080645161290323,0.5241935483870968
2024-03-31,0.4310110185100624,MEDIUM,5,0.6911764705882353,0.2447089947089947,0.15942028985507245,0.5080645161290323,0.5241935483870968
2024-04-07,0.41953492260269337,MEDIUM,5,0.6703296703296703,0.22163588390501318,0.0539568345323741,0.6587301587301587,0.5238095238095238
2024-04-14,0.42313262318452904,MEDIUM,5,0.7007299270072993,0.2131578947368421,0.18571428571428572,0.6587301587301587,0.5238095238095238
2024-04-21,0.4260843674129311,MEDIUM,5,0.6727272727272727,0.21653543307086615,0.14893617021276595,0.6587301587301587,0.5238095238095238
2024-04-28,0.44119319228955645,MEDIUM,5,0.6630434782608695,0.29842931937172773,0.31690140845070425,0.6587301587301587,0.5238095238095238
2024-05-05,0.43821133556287917,MEDIUM,5,0.6534296028880866,0.32114882506527415,0.24475524475524477,0.0546875,0.65625
2024-05-12,0.4186435899913832,MEDIUM,5,0.6312949640287769,0.4010416666666667,0.0,0.0546875,0.65625
2024-05-19,0.4071148047243961,MEDIUM,5,0.6093189964157706,0.4010416666666667,0.1206896551724138,0.0546875,0.65625
2024-05-26,0.3923034259493344,LOW,5,0.575,0.4010416666666667,0.3561643835616438,0.0546875,0.65625
2024-06-02,0.40384259591136656,MEDIUM,5,0.5658362989323843,0.4010416666666667,0.41836734693877553,0.1461538461538462,0.6538461538461539
2024-06-09,0.423922594116296,MEDIUM,5,0.5531914893617021,0.4010416666666667,0.43243243243243246,0.1461538461538462,0.6538461538461539
