date,manufacturer,distributor,retailer,retailer_state,quantity,z_quantity,flag_volume,flag_frequency,flag_surge,flag_concentration,flag_iforest,iforest_score,anomaly_score,ensemble_proba
2006-04-01,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,30910,118.8460470965111,True,False,False,True,True,0.7557378624797285,3,0.9977109260100906
2012-03-23,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,29199,112.21355462832459,True,False,False,True,True,0.7648553870207428,3,0.9976993994747287
2010-01-08,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,42333,163.12597781778206,True,False,False,True,True,0.7752755431279743,3,0.997686556432541
2011-07-13,RHODES TECHNOLOGIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,25414,97.54144241787107,True,False,True,True,True,0.7774856363815418,4,0.9976844019320238
2012-02-28,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,33675,129.56424795830873,True,False,True,True,True,0.7902135626033302,4,0.9975969596375445
2011-02-24,PAR PHARMACEUTICAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,47780,184.2406396963396,True,False,False,True,True,0.7758002614394625,3,0.9975822850737179
2014-01-02,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,32232,123.97062631506317,True,False,False,True,True,0.7562493573909803,3,0.9975666145796906
2010-12-14,PAR PHARMACEUTICAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,24786,95.10707346987508,True,False,False,True,True,0.7555970456732687,3,0.9975037400110701
2012-10-12,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,29523,113.4695029390741,True,False,False,True,True,0.762971837619088,3,0.9974719963755924
2011-03-25,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,27497,105.61594961321444,True,False,False,True,True,0.7583400074421979,3,0.9974577379702873
2007-03-02,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,46127,177.83297748131196,True,False,False,True,True,0.7665522675799279,3,0.9973802049299311
2011-03-19,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,15063,57.416994996363954,True,False,False,True,True,0.7430281170992329,3,0.9973776989017038
2007-06-30,RHODES TECHNOLOGIES,BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #9423 (NM),NM,32424,124.71489198069251,True,False,False,True,True,0.7526761498497847,3,0.9972982787133566
2012-03-17,ABBOTT LABORATORIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,45427,175.11950890870497,True,False,False,True,True,0.7665522675799279,3,0.9972919606393259
2012-02-23,PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,40520,156.09809421472994,True,False,False,True,True,0.7670710818454844,3,0.9972755323738162
2010-02-13,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,18516,70.80214782666673,True,False,False,True,True,0.7404148492854443,3,0.9972451853460945
2013-06-12,SANDOZ INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,34184,131.53732724896153,True,False,False,True,True,0.7598395281535228,3,0.9972399842376153
2014-04-04,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,18075,69.09266262592432,True,False,False,True,True,0.7385914876800823,3,0.9972308327681741
2014-02-12,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,42824,165.0292822022821,True,False,False,True,True,0.7732887158102155,3,0.9972232520190716
2011-07-26,RHODES TECHNOLOGIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,19680,75.31425842454465,True,False,True,True,True,0.768074409714999,4,0.9972190156397126
2007-09-10,VINTAGE PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,37407,144.03091183397913,True,False,False,True,True,0.7567611984897891,3,0.9972046410709986
2008-04-16,TEVA PHARMACEUTICALS USA INC,ANDA INC,CVS PHARMACY #9401 (NY),NY,20000,76.55470120059356,True,False,False,True,True,0.737513653881001,3,0.997201701179862
2012-04-27,MYLAN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,SUNRISE PHARMACY #7243 (WV),WV,25432,97.61121732402381,True,False,False,False,True,0.7410199451053449,2,0.997201660668796
2011-08-12,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,30322,116.56673349552123,True,False,False,True,True,0.7562493573909803,3,0.9971916391280125
2011-12-14,SANDOZ INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,37090,142.8020982089557,True,False,False,True,True,0.7634467426675454,3,0.9971789757264282
2008-09-13,VINTAGE PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,35970,138.4605484927845,True,False,False,True,True,0.7567611984897891,3,0.9971440866525562
2007-12-18,SUN PHARMA GLOBAL INC,GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #8469 (NC),NC,20000,76.55470120059356,True,False,False,False,True,0.7199981045329825,2,0.9971354682321552
2012-01-22,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,32907,126.58718529579133,True,False,False,True,True,0.7562493573909803,3,0.9971015037059785
2012-06-30,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,31502,121.14086623220159,True,False,True,True,True,0.7923550498279215,4,0.9970718248393994
2012-03-17,PAR PHARMACEUTICAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,23793,91.25782448044829,True,False,False,True,True,0.7566201910048995,3,0.9970317179964104
2012-04-25,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,36151,139.16217393798718,True,False,True,True,True,0.7722430303408213,4,0.9969858999405224
2008-07-27,IMPAX LABORATORIES INC,AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #4809 (WV),WV,20000,76.55470120059356,True,False,False,False,True,0.7231888808744437,2,0.9969688058436044
2012-11-19,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,29281,112.53141808968712,True,False,True,True,True,0.768074409714999,4,0.9969343646598601
2010-01-30,PURDUE PHARMA LP,CARDINAL HEALTH INC,COMMUNITY PHARMACY #9436 (WV),WV,20000,76.55470120059356,True,True,False,False,True,0.7289820806740938,3,0.9969302055640514
2011-11-24,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,CVS PHARMACY #6466 (KY),KY,20000,76.55470120059356,True,True,True,False,True,0.7505020349738644,4,0.9968953991267998
2011-07-30,ABBOTT LABORATORIES,HD SMITH WHOLESALE DRUG CO,CVS PHARMACY #3187 (KY),KY,20000,76.55470120059356,True,True,False,False,True,0.73450144876418,3,0.9968539052642794
2008-08-20,ABBOTT LABORATORIES,KINRAY LLC,HOMETOWN PHARMACY #5447 (MD),MD,20000,76.55470120059356,True,False,False,True,True,0.7340289707880144,3,0.9968436964069187
2011-05-08,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,28851,110.86457310937139,True,False,False,True,True,0.7530798938427006,3,0.9967935230175764
2012-02-05,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,21382,81.91186343965478,True,False,True,True,True,0.7743358172303634,4,0.996788861143504
2012-07-30,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,26044,99.98356413321736,True,False,False,True,True,0.755226713521887,3,0.9967743212866523
2014-07-06,QUALITEST PHARMACEUTICALS,GULF COAST MEDICAL SUPPLY,SUNRISE PHARMACY #3108 (NM),NM,20000,76.55470120059356,True,False,False,True,True,0.7330363746034663,3,0.9967677829641542
2009-02-23,MYLAN PHARMACEUTICALS INC,CARDINAL HEALTH INC,HOMETOWN PHARMACY #8919 (KY),KY,20000,76.55470120059356,True,False,False,False,True,0.7195833476450232,2,0.9967213342045297
2009-10-21,MALLINCKRODT LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,42827,165.04091135330756,True,False,False,True,True,0.7655156915232094,3,0.9967164918437059
2012-08-11,PAR PHARMACEUTICAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,40103,154.48164222219123,True,False,True,True,True,0.7753843365185877,4,0.996714225916194
2009-12-24,PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,37015,142.51136943331923,True,False,False,True,True,0.7613833855318353,3,0.9966830701436779
2013-10-23,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,18947,72.4728691906576,True,False,True,True,True,0.7691144505028038,4,0.9966667461570594
2009-06-22,PAR PHARMACEUTICAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,17242,65.86363502452201,True,False,False,True,True,0.7419192392069047,3,0.9966472464911564
2012-09-12,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,42642,164.3237803734043,True,False,False,True,True,0.7691144505028038,3,0.9966230936091501
2013-11-25,PAR PHARMACEUTICAL INC,VALUEDRUGCO,PUBLIX PHARMACY #7101 (VA),VA,20000,76.55470120059356,True,False,False,False,True,0.7197718809952445,2,0.996618165828058
2014-04-07,ACTAVIS PHARMA INC,CARDINAL HEALTH INC,KROGER PHARMACY #6614 (PA),PA,20000,76.55470120059356,True,False,False,False,True,0.7183123992803919,2,0.9966148670328386
2010-04-03,ABBOTT LABORATORIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,24829,95.27375796790665,True,False,False,True,True,0.7531855725472337,3,0.9965835290429507
2012-12-27,TEVA PHARMACEUTICALS USA INC,PENN PHARMACEUTICAL SERVICES INC,MEDICO PHARMACY #5137 (MN),MN,36051,138.7745355704719,True,False,False,True,True,0.7555706684639695,3,0.9965691903527059
2011-12-16,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,42414,163.43996489546944,True,False,True,True,True,0.7691144505028038,4,0.9965634999899736
2013-01-28,VINTAGE PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,33893,130.40929959949204,True,False,False,True,True,0.7613833855318353,3,0.9965043575958443
2008-08-12,MALLINCKRODT LLC,MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #6283 (CA),CA,20000,76.55470120059356,True,False,False,False,True,0.7259266678118148,2,0.9964821891083668
2008-11-06,MALLINCKRODT LLC,CARDINAL HEALTH INC,HOMETOWN PHARMACY #6387 (NC),NC,20000,76.55470120059356,True,False,False,False,True,0.7147311782561159,2,0.9964746835038857
2009-08-08,RHODES TECHNOLOGIES,HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #6294 (VA),VA,20000,76.55470120059356,True,False,False,False,True,0.7226997466638476,2,0.9964697005464104
2014-03-13,MALLINCKRODT LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,47495,183.13587034892106,True,False,False,True,True,0.7660338042182818,3,0.9964648172911164
2008-11-12,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,44953,173.28210304668252,True,False,False,True,True,0.7660338042182818,3,0.9964342001425092
2011-09-05,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,16159,61.66551150433147,True,False,False,True,True,0.7335082136677428,3,0.996427934026925
2007-06-02,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,HOMETOWN PHARMACY #8707 (WV),WV,20000,76.55470120059356,True,False,False,False,True,0.7112827469184325,2,0.9964252969509552
2008-04-16,PURDUE PHARMA LP,HENRY SCHEIN INC,HARRIS TEETER PHARMACY #1358 (CA),CA,20000,76.55470120059356,True,False,False,True,True,0.7272840021933846,3,0.9963669032769155
2008-06-01,ABBOTT LABORATORIES,BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #8164 (MO),MO,20000,76.55470120059356,True,False,False,True,True,0.7300666322658685,3,0.9963587017589254
2010-12-17,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,37044,142.62378455989867,True,False,False,True,True,0.7624143660801963,3,0.9963446543115562
2009-08-17,MALLINCKRODT LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,48272,186.1478204645148,True,False,True,True,True,0.7691144505028038,4,0.9963139494194625
2009-07-16,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,19591,74.96926027745604,True,False,False,True,True,0.743102696778188,3,0.9963049961214409
2013-11-20,PURDUE PHARMA LP,ANDA INC,VILLAGE PHARMACY #9397 (NC),NC,20000,76.55470120059356,True,False,False,False,True,0.7137646776563467,2,0.9962640531772351
2012-06-05,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,20455,78.3184557727881,True,False,False,True,True,0.7535549038069429,3,0.9962371668337444
2012-07-18,ACTAVIS PHARMA INC,BURLINGTON DRUG COMPANY INC,WALGREENS #9211 (LA),LA,20000,76.55470120059356,True,False,False,False,True,0.7217224705076458,2,0.9962141634899191
2009-04-28,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #6758 (NC),NC,20000,76.55470120059356,True,False,False,False,True,0.7103922062566491,2,0.9961602113554038
2008-11-06,ABBOTT LABORATORIES,MIAMI-LUKEN INC,RITE AID #2280 (MD),MD,20000,76.55470120059356,True,False,False,False,True,0.7194533371828665,2,0.9961418731760507
2014-02-26,QUALITEST PHARMACEUTICALS,DIRECT RX,SUNRISE PHARMACY #6929 (SC),SC,20000,76.55470120059356,True,False,False,False,True,0.724945028027273,2,0.9961374970244059
2010-04-19,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,16662,63.615332492933355,True,False,False,True,True,0.7299589001789576,3,0.9961351415398698
2009-02-19,PAR PHARMACEUTICAL INC,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #2598 (NV),NV,20000,76.55470120059356,True,False,False,False,True,0.7261256827177126,2,0.9961268948365158
2013-04-09,ABBOTT LABORATORIES,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #2774 (SC),SC,20000,76.55470120059356,True,False,False,False,True,0.7271089212132892,2,0.9961054458027818
2008-08-23,ACTAVIS PHARMA INC,PENN PHARMACEUTICAL SERVICES INC,PUBLIX PHARMACY #2769 (WV),WV,20000,76.55470120059356,True,False,False,False,True,0.7113541402314052,2,0.9960710725486691
2013-03-20,RHODES TECHNOLOGIES,DAKOTA DRUG INC,PUBLIX PHARMACY #1697 (MI),MI,20000,76.55470120059356,True,False,False,False,True,0.7118355955625334,2,0.9960664393861745
2008-07-01,ENDO PHARMACEUTICALS INC,MCKESSON CORPORATION,MEDICO PHARMACY #4957 (HI),HI,20000,76.55470120059356,True,False,False,True,True,0.7295728462366584,3,0.9960191753042743
2008-08-10,JANSSEN PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,CVS PHARMACY #1671 (HI),HI,20000,76.55470120059356,True,False,False,False,True,0.7251437738137708,2,0.9960174557560179
2011-07-18,JANSSEN PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,HEALTH MART PHARMACY #8084 (WA),WA,46147,177.910505154815,True,False,True,True,True,0.7696349988928389,4,0.996003474732572
2008-07-23,CADISTA PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #5456 (WA),WA,20000,76.55470120059356,True,False,False,True,True,0.7295728462366584,3,0.9959991140331362
2014-07-29,ENDO PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,GOOD NEIGHBOR PHARMACY #6272 (NC),NC,20000,76.55470120059356,True,False,False,False,True,0.7103922062566491,2,0.9959541277684612
2011-02-14,TEVA PHARMACEUTICALS USA INC,VALUEDRUGCO,HARRIS TEETER PHARMACY #6061 (MI),MI,20000,76.55470120059356,True,False,False,False,True,0.7149184403210112,2,0.9958571226550651
2014-02-28,PURDUE PHARMA LP,HENRY SCHEIN INC,MAIN STREET PHARMACY #6568 (HI),HI,20000,76.55470120059356,True,False,False,False,True,0.722946443823484,2,0.9958440887208612
2009-02-07,RHODES TECHNOLOGIES,DAKOTA DRUG INC,PEOPLES PHARMACY #9356 (IA),IA,20000,76.55470120059356,True,False,False,False,True,0.7201971511460054,2,0.9958246032369357
2007-07-11,MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,MEDICO PHARMACY #6767 (NC),NC,20000,76.55470120059356,True,False,False,False,True,0.705687854924477,2,0.9957873425760463
2014-06-02,MALLINCKRODT LLC,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #5811 (MT),MT,20000,76.55470120059356,True,False,False,False,True,0.721403063438122,2,0.9957702838944376
2008-10-27,PAR PHARMACEUTICAL INC,HD SMITH WHOLESALE DRUG CO,PUBLIX PHARMACY #7101 (VA),VA,20000,76.55470120059356,True,False,False,False,True,0.7222109432828346,2,0.9957525681483838
2011-09-07,PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,17875,68.31738589089376,True,False,False,True,True,0.7325793061449583,3,0.9957127812256904
2013-12-30,AMNEAL PHARMACEUTICALS LLC,MCKESSON CORPORATION,COMMUNITY PHARMACY #3160 (TX),TX,20000,76.55470120059356,True,False,False,False,True,0.7231839375914215,2,0.9956971432349508
2007-05-21,AMNEAL PHARMACEUTICALS LLC,SMITH DRUG COMPANY,KROGER PHARMACY #9348 (RI),RI,34594,133.1266445557742,True,False,False,False,True,0.7382455520666437,2,0.9956010717800381
2011-02-07,CADISTA PHARMACEUTICALS INC,MCKESSON CORPORATION,QUALITY CARE PHARMACY #4985 (TN),TN,20000,76.55470120059356,True,False,False,False,True,0.7236783461385332,2,0.9955895366979488
2012-08-19,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,20248,77.51604435203146,True,False,False,True,True,0.7335712834183259,3,0.9955668612839584
2013-03-19,ABBOTT LABORATORIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,40148,154.6560794875731,True,False,True,True,True,0.7670357753301549,4,0.9955652833360874
2014-02-02,ENDO PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #2199 (KS),KS,20000,76.55470120059356,True,False,False,False,True,0.7189667295351962,2,0.9955544548736552
2012-05-28,SANDOZ INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,22766,87.27677844606633,True,False,False,True,True,0.7435652344562804,3,0.9955118735978681
2009-06-21,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,44034,169.71970644921706,True,False,True,True,True,0.782763833443506,4,0.9954844861795261
2011-11-22,SUN PHARMA GLOBAL INC,AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #1377 (VA),VA,20000,76.55470120059356,True,False,False,False,True,0.7197842275083106,2,0.9954814548950204
2012-12-17,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,47922,184.79108617821132,True,False,True,True,True,0.7691144505028038,4,0.9954515372296873
2012-12-19,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,33711,129.70379777061422,True,False,True,True,True,0.7649627181646446,4,0.9954492274042039
2011-08-23,WATSON LABORATORIES INC,KEYSOURCE MEDICAL INC,VILLAGE PHARMACY #1037 (MI),MI,20000,76.55470120059356,True,False,False,False,True,0.7169401273878031,2,0.9954207972001887
2012-09-15,CADISTA PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,VILLAGE PHARMACY #3294 (MD),MD,20000,76.55470120059356,True,False,False,True,True,0.7290793941833238,3,0.995417840409293
2014-06-21,PAR PHARMACEUTICAL INC,BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #2632 (NV),NV,20000,76.55470120059356,True,False,False,False,True,0.7184804510082493,2,0.9954020520260152
2013-10-06,CADISTA PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,KROGER PHARMACY #7026 (MS),MS,20000,76.55470120059356,True,False,False,False,True,0.7182506840935127,2,0.9953965787498628
2013-04-02,MALLINCKRODT LLC,AMERISOURCEBERGEN DRUG CORP,SUNRISE PHARMACY #4396 (HI),HI,20000,76.55470120059356,True,False,False,True,True,0.7266171356540796,3,0.9953722909249005
2013-03-11,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,44381,171.0648115844951,True,False,True,True,True,0.7685942541895671,4,0.9953717791586759
2010-05-22,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,40046,154.2606883527075,True,False,True,True,True,0.7769597781541013,4,0.9953683605528942
2014-02-08,VINTAGE PHARMACEUTICALS LLC,NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #6837 (MN),MN,20000,76.55470120059356,True,False,False,False,True,0.7194533371828665,2,0.9952849471693882
2009-06-24,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,37902,145.9497217531798,True,False,True,True,True,0.779065347480774,4,0.9952826458957456
2012-11-09,JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,MAIN STREET PHARMACY #7935 (KY),KY,20000,76.55470120059356,True,False,False,False,True,0.7084722388954539,2,0.9952575515348614
2010-06-12,ABBOTT LABORATORIES,DIRECT RX,HARRIS TEETER PHARMACY #1609 (WY),WY,20000,76.55470120059356,True,False,False,False,True,0.7217175372481206,2,0.9952569544325739
2013-03-11,CADISTA PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #6902 (ID),ID,20000,76.55470120059356,True,False,False,False,True,0.7217175372481206,2,0.9952547235675407
2009-10-29,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,46387,178.8408372368517,True,False,True,True,True,0.7691144505028038,4,0.9952444206602825
2008-09-27,PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,WALMART PHARMACY #2370 (MA),MA,20000,76.55470120059356,True,False,False,False,True,0.7184804510082493,2,0.9952371154514442
2009-01-26,VINTAGE PHARMACEUTICALS LLC,CARDINAL HEALTH INC,WALGREENS #9103 (IA),IA,20000,76.55470120059356,True,False,False,False,True,0.7179945013794226,2,0.9952265022996956
